"","Date","Team","Opponent","Location","TeamScore","OppScore","POSS","Result"
"1886","01/16/2017","Green Bay","Valparaiso","A",56,80,70.0125,"L"
"1989","01/20/2017","Green Bay","Youngstown St.","H",89,92,80.7375,"L"
"21126","01/27/2017","Green Bay","Oakland","A",80,72,81.975,"W"
"2388","02/02/2017","Green Bay","Ill.-Chicago","H",84,80,77.025,"W"
"2484","02/04/2017","Green Bay","Valparaiso","H",86,69,74.0875,"W"
"2584","02/09/2017","Green Bay","Northern Ky.","A",67,69,67.3125,"L"
"2690","02/11/2017","Green Bay","Wright St.","A",79,88,74.475,"L"
"2796","02/18/2017","Green Bay","Milwaukee","A",80,56,71.2625,"W"
"2882","02/21/2017","Green Bay","Ill.-Chicago","A",87,79,79.5875,"W"
"2983","02/24/2017","Green Bay","Oakland","H",72,85,76.55,"L"
"3184","03/05/2017","Green Bay","Ill.-Chicago","N",70,79,80.425,"L"
"3269","03/15/2017","Green Bay","UMKC","A",82,92,81.775,"L"
"1287","11/11/2016","Hampton","Rider","H",56,67,73.075,"L"
"3185","11/20/2016","Hampton","Kansas St.","A",67,89,68.9,"L"
"480","11/22/2016","Hampton","Richmond","A",52,65,64.55,"L"
"588","11/25/2016","Hampton","Robert Morris","N",48,62,63.6375,"L"
"681","11/26/2016","Hampton","Stony Brook","N",66,76,69.825,"L"
"879","12/03/2016","Hampton","William & Mary","H",79,69,74.6875,"W"
"1082","12/17/2016","Hampton","Winthrop","H",79,86,74.5625,"L"
"1288","12/28/2016","Hampton","Princeton","A",49,77,61.2125,"L"
"1491","01/04/2017","Hampton","N.C. A&T","H",68,53,59.625,"W"
"1590","01/09/2017","Hampton","Savannah St.","H",84,80,80.1875,"W"
"1783","01/16/2017","Hampton","N.C. Central","H",51,64,63.7875,"L"
"1887","01/21/2017","Hampton","Norfolk St.","A",62,79,71.075,"L"
"1990","01/25/2017","Hampton","South Carolina St.","H",66,68,65.95,"L"
"21127","02/01/2017","Hampton","UMES","H",66,65,71.55,"W"
"22103","02/04/2017","Hampton","Savannah St.","A",92,89,85.9875,"W"
"2389","02/06/2017","Hampton","South Carolina St.","A",93,64,74.9,"W"
"2485","02/11/2017","Hampton","Howard","H",75,61,67.2875,"W"
"2797","02/25/2017","Hampton","Morgan St.","A",70,77,75.15,"L"
"2883","02/27/2017","Hampton","Norfolk St.","H",63,59,68.3375,"W"
"3083","03/09/2017","Hampton","UMES","N",66,68,71.575,"L"
"2305","11/15/2016","Hartford","Niagara","H",82,78,77.0375,"W"
"3186","11/16/2016","Hartford","Rider","H",68,84,74.2375,"L"
"682","11/25/2016","Hartford","Rutgers","A",75,77,70.1875,"L"
"778","11/27/2016","Hartford","North Texas","A",78,81,69.2875,"L"
"880","11/30/2016","Hartford","LIU Brooklyn","H",68,75,75.35,"L"
"981","12/03/2016","Hartford","Sacred Heart","A",87,79,80.95,"W"
"1083","12/07/2016","Hartford","Quinnipiac","A",79,99,79.2,"L"
"1387","12/22/2016","Hartford","Navy","H",63,54,68.225,"W"
"1591","01/02/2017","Hartford","Yale","A",72,88,73.325,"L"
"1687","01/08/2017","Hartford","Vermont","A",54,85,70.175,"L"
"1784","01/11/2017","Hartford","UMBC","H",68,84,70.2,"L"
"1888","01/14/2017","Hartford","UMass Lowell","A",55,71,71.7875,"L"
"1991","01/16/2017","Hartford","Maine","H",54,44,54.225,"W"
"2085","01/19/2017","Hartford","Stony Brook","A",64,80,70.35,"L"
"21128","01/22/2017","Hartford","New Hampshire","H",56,81,69.075,"L"
"2486","02/04/2017","Hartford","Vermont","H",66,79,61.3125,"L"
"2585","02/06/2017","Hartford","Maine","A",41,52,66.2625,"L"
"2691","02/09/2017","Hartford","UMBC","A",84,77,75.425,"W"
"2798","02/12/2017","Hartford","UMass Lowell","H",87,84,79.2125,"W"
"2884","02/15/2017","Hartford","Stony Brook","H",54,66,63.5875,"L"
"2984","02/18/2017","Hartford","New Hampshire","A",52,82,67.125,"L"
"1289","11/12/2016","Harvard","Stanford","N",70,80,75.8375,"L"
"3187","11/22/2016","Harvard","Holy Cross","H",52,63,60.9125,"L"
"481","11/26/2016","Harvard","Massachusetts","A",66,70,72.85,"L"
"779","12/06/2016","Harvard","Northeastern","H",86,80,71.5625,"W"
"982","12/23/2016","Harvard","Houston","A",57,56,63.175,"W"
"1084","12/30/2016","Harvard","Howard","H",67,46,65.6625,"W"
"11116","01/02/2017","Harvard","Vermont","A",71,82,62.3125,"L"
"1889","02/03/2017","Harvard","Penn","H",69,59,68.8875,"W"
"1992","02/04/2017","Harvard","Princeton","H",56,57,63.125,"L"
"21129","02/11/2017","Harvard","Yale","A",75,67,66.55,"W"
"2487","02/24/2017","Harvard","Yale","H",77,64,73.025,"W"
"2692","03/03/2017","Harvard","Princeton","A",69,73,64.15,"L"
"2799","03/04/2017","Harvard","Penn","A",72,75,65.8125,"L"
"2885","03/11/2017","Harvard","Yale","N",71,73,69.05,"L"
"1290","11/11/2016","Hawaii","SIUE","H",68,69,70.95,"L"
"2306","11/13/2016","Hawaii","Texas St.","H",74,68,67.95,"W"
"482","11/18/2016","Hawaii","North Carolina","H",68,83,71.675,"L"
"683","11/25/2016","Hawaii","Troy","H",63,65,68.5,"L"
"881","12/06/2016","Hawaii","Seton Hall","N",57,68,69.1875,"L"
"983","12/07/2016","Hawaii","Princeton","N",62,75,64.475,"L"
"1085","12/22/2016","Hawaii","Illinois St.","H",45,71,62.2875,"L"
"11117","12/23/2016","Hawaii","Utah","H",52,66,70.2375,"L"
"1291","12/25/2016","Hawaii","Southern Miss.","H",60,46,63.8875,"W"
"1592","01/07/2017","Hawaii","UC Irvine","A",56,84,72.3125,"L"
"1688","01/14/2017","Hawaii","Long Beach St.","H",114,107,84.15,"W"
"1890","01/21/2017","Hawaii","UC Davis","H",70,76,69.15,"L"
"1993","01/25/2017","Hawaii","UC Riverside","H",64,70,65.3125,"L"
"2086","01/28/2017","Hawaii","UC Santa Barbara","H",78,56,69.0625,"W"
"21130","02/02/2017","Hawaii","UC Riverside","A",72,63,73.075,"W"
"2488","02/11/2017","Hawaii","UC Irvine","H",58,72,67.175,"L"
"2586","02/16/2017","Hawaii","UC Santa Barbara","A",54,56,64.075,"L"
"2886","03/02/2017","Hawaii","UC Davis","A",59,68,62.275,"L"
"2985","03/04/2017","Hawaii","Long Beach St.","A",75,84,73.5,"L"
"3084","03/09/2017","Hawaii","Long Beach St.","N",62,73,66.475,"L"
"2307","11/15/2016","High Point","Virginia Tech","A",73,99,76.1375,"L"
"3188","11/18/2016","High Point","UNCG","H",63,57,62.9875,"W"
"483","11/19/2016","High Point","Navy","H",69,62,63.2625,"W"
"589","11/20/2016","High Point","North Dakota St.","H",44,70,61.625,"L"
"780","11/28/2016","High Point","Morgan St.","A",62,61,69.0375,"W"
"984","12/06/2016","High Point","Vanderbilt","A",63,90,63.8625,"L"
"1292","12/19/2016","High Point","Western Caro.","A",65,70,68.4625,"L"
"1492","12/31/2016","High Point","Longwood","H",55,60,69.9375,"L"
"1593","01/04/2017","High Point","Winthrop","H",74,80,70.025,"L"
"1689","01/07/2017","High Point","UNC Asheville","A",58,88,70.6875,"L"
"1785","01/11/2017","High Point","Liberty","H",58,62,59.1875,"L"
"1891","01/14/2017","High Point","Presbyterian","H",77,44,65.15,"W"
"2087","01/21/2017","High Point","Radford","A",61,58,60.25,"W"
"22104","01/28/2017","High Point","Winthrop","A",83,80,79.525,"W"
"2390","02/01/2017","High Point","Longwood","A",92,68,71.125,"W"
"2489","02/04/2017","High Point","UNC Asheville","H",71,74,68.05,"L"
"2587","02/09/2017","High Point","Presbyterian","A",68,58,65.4625,"W"
"2693","02/11/2017","High Point","Radford","H",68,69,67.7,"L"
"27100","02/14/2017","High Point","Liberty","A",52,55,56.4375,"L"
"2308","11/15/2016","Hofstra","Sacred Heart","A",86,90,76.2125,"L"
"3189","11/18/2016","Hofstra","Manhattan","A",68,80,70.425,"L"
"590","11/22/2016","Hofstra","Vermont","N",73,87,65.9,"L"
"684","11/23/2016","Hofstra","South Dakota","N",65,57,63.525,"W"
"1086","12/06/2016","Hofstra","St. Bonaventure","H",75,81,74.6375,"L"
"11118","12/11/2016","Hofstra","Kentucky","N",73,96,77.275,"L"
"1293","12/13/2016","Hofstra","Stony Brook","H",96,58,69.3625,"W"
"1388","12/22/2016","Hofstra","Siena","H",84,64,69.6875,"W"
"1594","01/02/2017","Hofstra","William & Mary","H",93,95,81.625,"L"
"1690","01/05/2017","Hofstra","James Madison","H",54,62,64.3375,"L"
"1994","01/14/2017","Hofstra","UNCW","A",76,84,68.425,"L"
"2088","01/19/2017","Hofstra","Towson","H",80,86,70.1625,"L"
"21131","01/21/2017","Hofstra","Northeastern","H",78,73,65.525,"W"
"2694","02/09/2017","Hofstra","Towson","A",65,69,63.975,"L"
"27101","02/11/2017","Hofstra","Northeastern","A",74,64,66.0875,"W"
"2986","02/18/2017","Hofstra","UNCW","H",76,83,68.1125,"L"
"3085","02/23/2017","Hofstra","William & Mary","A",96,82,78.6375,"W"
"3190","02/25/2017","Hofstra","James Madison","A",71,66,68.525,"W"
"1294","11/13/2016","Holy Cross","South Carolina","A",49,81,56.3625,"L"
"2309","11/15/2016","Holy Cross","Syracuse","A",46,90,56.4875,"L"
"3191","11/20/2016","Holy Cross","Massachusetts","H",60,68,75.425,"L"
"591","11/25/2016","Holy Cross","South Carolina St.","H",73,57,63.3125,"W"
"685","11/27/2016","Holy Cross","Monmouth","H",77,80,62.625,"L"
"882","12/03/2016","Holy Cross","New Hampshire","A",53,56,62.8625,"L"
"985","12/07/2016","Holy Cross","Maine","A",53,55,63.2,"L"
"1087","12/11/2016","Holy Cross","Quinnipiac","H",75,57,64.15,"W"
"11119","12/18/2016","Holy Cross","Rhode Island","A",54,65,58.2625,"L"
"1295","12/21/2016","Holy Cross","Sacred Heart","A",72,67,63.3875,"W"
"1389","12/23/2016","Holy Cross","Marist","H",68,59,62.3875,"W"
"1595","01/02/2017","Holy Cross","Navy","H",51,50,52.775,"W"
"1892","01/11/2017","Holy Cross","Lafayette","H",71,54,63.075,"W"
"1995","01/14/2017","Holy Cross","Lehigh","A",51,68,60.725,"L"
"22105","01/25/2017","Holy Cross","Loyola Maryland","A",62,65,61.6625,"L"
"2391","01/28/2017","Holy Cross","Navy","A",47,60,60.2875,"L"
"2695","02/08/2017","Holy Cross","Lafayette","A",59,69,60.4125,"L"
"27102","02/12/2017","Holy Cross","Lehigh","H",61,45,59.3125,"W"
"3086","02/22/2017","Holy Cross","Loyola Maryland","H",63,62,56.3375,"W"
"3270","03/02/2017","Holy Cross","Navy","A",42,49,52.575,"L"
"1296","11/11/2016","Houston","Morgan St.","H",93,52,66.7625,"W"
"3192","11/22/2016","Houston","South Dakota","N",85,58,67.7125,"W"
"484","11/23/2016","Houston","Vermont","N",72,71,61.75,"W"
"686","11/29/2016","Houston","LSU","A",65,84,67.8375,"L"
"781","12/03/2016","Houston","Prairie View","H",105,61,76.9375,"W"
"986","12/10/2016","Houston","Rhode Island","H",82,77,67.325,"W"
"1088","12/17/2016","Houston","UTRGV","H",83,58,66.6,"W"
"11120","12/21/2016","Houston","Liberty","H",77,54,60.3,"W"
"1390","12/28/2016","Houston","UConn","A",62,46,54.75,"W"
"1493","12/31/2016","Houston","South Fla.","A",70,56,65.2125,"W"
"1596","01/04/2017","Houston","Tulsa","H",64,61,59.9,"W"
"1893","01/14/2017","Houston","UCF","A",70,77,67.2875,"L"
"1996","01/19/2017","Houston","Memphis","H",67,70,74.475,"L"
"2089","01/21/2017","Houston","SMU","A",64,85,63.4625,"L"
"21132","01/24/2017","Houston","Tulane","H",65,51,67.025,"W"
"22106","01/28/2017","Houston","Temple","H",79,66,65.9125,"W"
"2392","02/01/2017","Houston","UCF","H",82,64,67.6375,"W"
"2490","02/08/2017","Houston","Tulane","A",91,62,70.425,"W"
"2588","02/11/2017","Houston","Tulsa","A",73,64,65.3625,"W"
"2696","02/18/2017","Houston","SMU","H",66,76,62.2625,"L"
"27103","02/22/2017","Houston","UConn","H",75,70,66.5875,"W"
"2887","02/26/2017","Houston","Memphis","A",72,71,70,"W"
"3193","03/10/2017","Houston","UConn","H",65,74,62.6,"L"
"1297","11/11/2016","Houston Baptist","Texas Tech","A",67,93,74.1375,"L"
"2393","11/14/2016","Houston Baptist","New Mexico","A",79,95,73.9875,"L"
"592","11/26/2016","Houston Baptist","Marquette","A",79,101,76.025,"L"
"687","11/30/2016","Houston Baptist","Rice","A",77,90,80.45,"L"
"782","12/07/2016","Houston Baptist","Saint Peter's","H",62,47,63.3125,"W"
"883","12/10/2016","Houston Baptist","Indiana","A",61,103,75.425,"L"
"1089","12/22/2016","Houston Baptist","Northwestern","A",63,72,71.6125,"L"
"11121","12/29/2016","Houston Baptist","Sam Houston St.","A",79,65,73.0875,"W"
"1298","12/31/2016","Houston Baptist","SFA","A",51,61,68.925,"L"
"1391","01/05/2017","Houston Baptist","Southeastern La.","H",81,74,72.375,"W"
"1494","01/07/2017","Houston Baptist","McNeese","H",60,49,65.4125,"W"
"1691","01/14/2017","Houston Baptist","Incarnate Word","A",77,82,69.6625,"L"
"1786","01/19/2017","Houston Baptist","New Orleans","A",64,72,69.775,"L"
"1894","01/21/2017","Houston Baptist","Southeastern La.","A",71,83,70.55,"L"
"1997","01/26/2017","Houston Baptist","Nicholls St.","H",83,80,73.525,"W"
"21133","02/04/2017","Houston Baptist","Incarnate Word","H",84,70,70.475,"W"
"22107","02/09/2017","Houston Baptist","Northwestern St.","A",86,69,70.525,"W"
"2394","02/11/2017","Houston Baptist","Lamar University","H",94,87,75.5375,"W"
"2491","02/16/2017","Houston Baptist","Sam Houston St.","H",88,77,81.325,"W"
"2697","02/23/2017","Houston Baptist","McNeese","A",81,79,69.5,"W"
"27104","02/25/2017","Houston Baptist","Lamar University","A",75,68,68.0375,"W"
"3087","03/09/2017","Houston Baptist","Sam Houston St.","N",59,63,65.575,"L"
"1299","11/11/2016","Howard","Michigan","A",58,76,65.0625,"L"
"2395","11/14/2016","Howard","Marquette","A",49,81,70.7625,"L"
"3194","11/18/2016","Howard","IUPUI","A",55,77,65.2,"L"
"783","12/07/2016","Howard","Maryland","A",56,79,63.9125,"L"
"987","12/14/2016","Howard","Jacksonville St.","H",59,72,59.675,"L"
"12100","12/22/2016","Howard","Old Dominion","A",46,65,56.2875,"L"
"1392","12/27/2016","Howard","VCU","A",51,85,69.55,"L"
"1787","01/14/2017","Howard","UMES","A",74,66,72.9875,"W"
"1998","01/21/2017","Howard","N.C. A&T","A",78,63,65.3375,"W"
"2090","01/23/2017","Howard","N.C. Central","A",39,74,59.8375,"L"
"21134","01/28/2017","Howard","Savannah St.","H",70,73,81.9125,"L"
"22108","01/30/2017","Howard","South Carolina St.","H",68,77,73.0875,"L"
"2698","02/13/2017","Howard","Morgan St.","H",70,67,73.4625,"W"
"27105","02/18/2017","Howard","N.C. A&T","H",84,53,66.1375,"W"
"2888","02/20/2017","Howard","N.C. Central","H",59,66,64.3875,"L"
"2987","02/25/2017","Howard","Norfolk St.","A",65,73,77.5125,"L"
"3088","02/27/2017","Howard","UMES","H",79,69,76.1125,"W"
"3340","03/09/2017","Howard","Morgan St.","N",68,65,61.6875,"W"
"3431","03/10/2017","Howard","Norfolk St.","N",53,68,68.7625,"L"
"2396","11/13/2016","IUPUI","Michigan","A",65,77,66.7875,"L"
"593","11/22/2016","IUPUI","Marquette","A",79,104,78.6125,"L"
"688","11/26/2016","IUPUI","SIUE","A",58,61,67.975,"L"
"1090","12/10/2016","IUPUI","Miami (OH)","A",68,71,73.625,"L"
"12101","12/17/2016","IUPUI","Southern Utah","A",101,81,76.1125,"W"
"1393","12/20/2016","IUPUI","Northwestern","A",65,87,67.7625,"L"
"1597","12/31/2016","IUPUI","Western Ill.","H",89,71,71.575,"W"
"1692","01/05/2017","IUPUI","North Dakota St.","A",89,93,76.9125,"L"
"1788","01/07/2017","IUPUI","South Dakota","A",74,85,75.1375,"L"
"1895","01/11/2017","IUPUI","Omaha","H",71,79,76.1,"L"
"1999","01/14/2017","IUPUI","Oral Roberts","A",91,85,71.3125,"W"
"2091","01/18/2017","IUPUI","South Dakota St.","H",85,83,72.7875,"W"
"2397","01/28/2017","IUPUI","Western Ill.","A",69,78,65.7875,"L"
"2492","02/01/2017","IUPUI","North Dakota St.","H",86,81,70.9375,"W"
"2589","02/08/2017","IUPUI","Omaha","A",89,78,72.3,"W"
"2699","02/11/2017","IUPUI","Oral Roberts","H",68,74,63.8625,"L"
"27106","02/15/2017","IUPUI","South Dakota St.","A",67,81,73.425,"L"
"3089","02/25/2017","IUPUI","South Dakota","H",85,92,79.65,"L"
"3195","03/04/2017","IUPUI","North Dakota St.","N",76,57,64.3625,"W"
"3271","03/06/2017","IUPUI","Omaha","N",62,90,82.0125,"L"
"2398","11/16/2016","Idaho","Northern Ill.","A",49,63,68.5375,"L"
"3196","11/18/2016","Idaho","Little Rock","A",65,57,65.925,"W"
"485","11/21/2016","Idaho","South Dakota St.","H",96,89,75.45,"W"
"594","11/25/2016","Idaho","Sam Houston St.","A",62,69,66.775,"L"
"689","11/29/2016","Idaho","San Jose St.","H",49,58,67.15,"L"
"784","12/03/2016","Idaho","UC Davis","H",68,66,67.7625,"W"
"884","12/07/2016","Idaho","Washington St.","A",48,61,68.2375,"L"
"988","12/10/2016","Idaho","South Dakota St.","A",77,80,64.5,"L"
"11122","12/22/2016","Idaho","Stanford","A",80,86,68.4,"L"
"1394","01/05/2017","Idaho","Montana","H",57,70,63.9,"L"
"1495","01/07/2017","Idaho","Montana St.","H",83,81,81.9375,"W"
"1598","01/12/2017","Idaho","Weber St.","A",66,91,69.3625,"L"
"1693","01/14/2017","Idaho","Idaho St.","A",77,62,63.6625,"W"
"1789","01/19/2017","Idaho","Southern Utah","H",79,67,71.1125,"W"
"1896","01/21/2017","Idaho","Northern Ariz.","H",65,49,63.8625,"W"
"19100","01/26/2017","Idaho","Montana St.","A",91,94,87.025,"L"
"2092","01/28/2017","Idaho","Montana","A",85,77,79.375,"W"
"21135","02/02/2017","Idaho","Portland St.","H",89,72,68.75,"W"
"22109","02/04/2017","Idaho","Sacramento St.","H",81,67,68.475,"W"
"2399","02/09/2017","Idaho","Northern Colo.","A",88,76,69.3375,"W"
"2493","02/11/2017","Idaho","North Dakota","A",65,88,65.6625,"L"
"26100","02/23/2017","Idaho","Idaho St.","H",69,61,72.7125,"W"
"27107","02/25/2017","Idaho","Weber St.","H",83,78,73.3,"W"
"2889","03/02/2017","Idaho","Northern Ariz.","A",77,75,66.0875,"W"
"2988","03/04/2017","Idaho","Southern Utah","A",84,75,69.8,"W"
"3090","03/09/2017","Idaho","Montana","N",81,77,67.7375,"W"
"3197","03/10/2017","Idaho","North Dakota","N",64,69,71.6625,"L"
"3272","03/15/2017","Idaho","SFA","H",73,50,60.9625,"W"
"3341","03/22/2017","Idaho","Texas St.","A",55,64,60.6,"L"
"1300","11/11/2016","Idaho St.","New Mexico","A",70,81,73.45,"L"
"2400","11/16/2016","Idaho St.","Utah Valley","A",73,82,80.875,"L"
"3198","11/19/2016","Idaho St.","Utah St.","A",51,85,73.4375,"L"
"595","11/23/2016","Idaho St.","NJIT","N",67,71,67.3125,"L"
"690","11/25/2016","Idaho St.","Texas Tech","A",58,91,65.55,"L"
"785","11/29/2016","Idaho St.","Lamar University","H",77,60,71.3,"W"
"989","12/07/2016","Idaho St.","Wisconsin","A",44,78,66.8125,"L"
"1395","12/29/2016","Idaho St.","Montana","A",62,74,63.725,"L"
"1496","12/31/2016","Idaho St.","Montana St.","A",63,80,70.0625,"L"
"1790","01/19/2017","Idaho St.","Northern Colo.","A",73,69,65.475,"W"
"1897","01/21/2017","Idaho St.","North Dakota","A",64,89,70.8875,"L"
"19101","01/25/2017","Idaho St.","Weber St.","H",73,85,72.6875,"L"
"2093","01/27/2017","Idaho St.","Weber St.","A",74,96,72.9,"L"
"21136","02/02/2017","Idaho St.","Northern Ariz.","H",91,90,77.5,"W"
"22110","02/04/2017","Idaho St.","Southern Utah","H",94,68,75.6125,"W"
"23100","02/09/2017","Idaho St.","Portland St.","A",69,74,75.575,"L"
"2494","02/11/2017","Idaho St.","Sacramento St.","A",63,75,61.575,"L"
"2590","02/16/2017","Idaho St.","North Dakota","H",61,77,70.6,"L"
"26101","02/18/2017","Idaho St.","Northern Colo.","H",81,87,73.6125,"L"
"2989","03/02/2017","Idaho St.","Montana St.","H",68,79,65.4875,"L"
"3091","03/04/2017","Idaho St.","Montana","H",76,95,68.9,"L"
"3199","03/07/2017","Idaho St.","Sacramento St.","N",76,91,71.2,"L"
"1301","11/11/2016","Ill.-Chicago","San Francisco","A",80,82,79.85,"L"
"2401","11/16/2016","Ill.-Chicago","UTSA","H",86,78,81.7125,"W"
"691","11/26/2016","Ill.-Chicago","Northern Ill.","A",81,92,74.4875,"L"
"11123","12/17/2016","Ill.-Chicago","Loyola Chicago","H",75,81,78.6125,"L"
"12102","12/20/2016","Ill.-Chicago","Northern Ariz.","H",75,65,68.675,"W"
"1497","12/30/2016","Ill.-Chicago","Valparaiso","H",59,70,66.05,"L"
"1694","01/08/2017","Ill.-Chicago","Oakland","H",57,58,71.3875,"L"
"1898","01/14/2017","Ill.-Chicago","Youngstown St.","A",92,89,84.475,"W"
"19102","01/17/2017","Ill.-Chicago","Milwaukee","H",71,57,68.675,"W"
"2094","01/22/2017","Ill.-Chicago","Valparaiso","A",65,96,77.4875,"L"
"21137","01/27/2017","Ill.-Chicago","Northern Ky.","H",62,79,79.525,"L"
"22111","01/29/2017","Ill.-Chicago","Wright St.","H",86,88,69.9625,"L"
"2495","02/04/2017","Ill.-Chicago","Milwaukee","A",105,100,79.7875,"W"
"2591","02/09/2017","Ill.-Chicago","Youngstown St.","H",84,81,75.9375,"W"
"2890","02/19/2017","Ill.-Chicago","Oakland","A",75,87,80.025,"L"
"3092","02/24/2017","Ill.-Chicago","Northern Ky.","A",82,90,78.3125,"L"
"31100","02/26/2017","Ill.-Chicago","Wright St.","A",49,87,70.05,"L"
"3342","03/06/2017","Ill.-Chicago","Milwaukee","N",68,74,62.7875,"L"
"3432","03/16/2017","Ill.-Chicago","Stony Brook","H",71,69,71.1,"W"
"1302","11/11/2016","Illinois","Southeast Mo. St.","H",81,62,68.5375,"W"
"2402","11/13/2016","Illinois","Northern Ky.","H",79,64,72.0875,"W"
"596","11/21/2016","Illinois","Winthrop","H",80,84,87.8375,"L"
"692","11/24/2016","Illinois","West Virginia","N",57,89,72.6625,"L"
"990","12/03/2016","Illinois","VCU","N",64,46,62.7875,"W"
"1091","12/06/2016","Illinois","IUPUI","H",85,77,71.4,"W"
"1396","12/21/2016","Illinois","Missouri","N",75,66,71.1125,"W"
"1498","12/27/2016","Illinois","Maryland","A",59,84,71.7875,"L"
"1599","01/01/2017","Illinois","Ohio St.","H",75,70,68.075,"W"
"1695","01/07/2017","Illinois","Indiana","A",80,96,67.7,"L"
"1791","01/11/2017","Illinois","Michigan","H",85,69,60.25,"W"
"1899","01/14/2017","Illinois","Maryland","H",56,62,67.125,"L"
"19103","01/17/2017","Illinois","Purdue","A",68,91,70.95,"L"
"2095","01/21/2017","Illinois","Michigan","A",57,66,65.55,"L"
"21138","01/25/2017","Illinois","Iowa","H",76,64,67.8125,"W"
"22112","01/28/2017","Illinois","Penn St.","A",67,71,66.225,"L"
"23101","01/31/2017","Illinois","Wisconsin","H",43,57,56.275,"L"
"2496","02/04/2017","Illinois","Minnesota","H",59,68,65.8875,"L"
"2592","02/07/2017","Illinois","Northwestern","A",68,61,69.025,"W"
"26102","02/11/2017","Illinois","Penn St.","H",70,83,68.975,"L"
"27108","02/18/2017","Illinois","Iowa","A",70,66,71.05,"W"
"2891","02/21/2017","Illinois","Northwestern","H",66,50,65.2625,"W"
"2990","02/26/2017","Illinois","Nebraska","A",73,57,68.3875,"W"
"3093","03/01/2017","Illinois","Michigan St.","H",73,70,66.65,"W"
"31101","03/04/2017","Illinois","Rutgers","A",59,62,61.675,"L"
"3273","03/09/2017","Illinois","Michigan","N",55,75,61.8,"L"
"3343","03/14/2017","Illinois","Valparaiso","H",82,57,71.075,"W"
"3525","03/22/2017","Illinois","UCF","A",58,68,72.3375,"L"
"1303","11/11/2016","Illinois St.","Murray St.","A",70,73,72,"L"
"3200","11/21/2016","Illinois St.","TCU","A",71,80,71.85,"L"
"597","11/30/2016","Illinois St.","IUPUI","H",77,63,70.2375,"W"
"693","12/03/2016","Illinois St.","New Mexico","H",79,74,72.2375,"W"
"786","12/07/2016","Illinois St.","Tulsa","A",68,70,65.2875,"L"
"885","12/10/2016","Illinois St.","UT Martin","H",74,57,71.6875,"W"
"991","12/18/2016","Illinois St.","Saint Joseph's","H",81,72,68.55,"W"
"11124","12/23/2016","Illinois St.","San Francisco","N",58,66,67.7625,"L"
"12103","12/25/2016","Illinois St.","Tulsa","N",68,56,72.425,"W"
"1499","01/01/2017","Illinois St.","Loyola Chicago","A",81,59,65.9125,"W"
"15100","01/04/2017","Illinois St.","Missouri St.","H",74,71,73.2375,"W"
"1696","01/07/2017","Illinois St.","Indiana St.","A",77,58,60.8625,"W"
"1792","01/11/2017","Illinois St.","Southern Ill.","A",60,53,62.6,"W"
"18100","01/14/2017","Illinois St.","Wichita St.","H",76,62,65.55,"W"
"21139","01/25/2017","Illinois St.","Indiana St.","H",71,66,66.6625,"W"
"23102","02/01/2017","Illinois St.","UNI","H",57,51,59.9875,"W"
"2497","02/04/2017","Illinois St.","Wichita St.","A",45,86,65.3375,"L"
"27109","02/15/2017","Illinois St.","Missouri St.","A",67,66,61.225,"W"
"2892","02/19/2017","Illinois St.","Loyola Chicago","H",65,63,59.9125,"W"
"2991","02/22/2017","Illinois St.","Southern Ill.","H",50,46,60.3875,"W"
"3094","02/25/2017","Illinois St.","UNI","A",63,42,54.0375,"W"
"3274","03/04/2017","Illinois St.","Southern Ill.","N",63,50,NA,"W"
"3344","03/05/2017","Illinois St.","Wichita St.","N",51,71,63.8,"L"
"3433","03/15/2017","Illinois St.","UC Irvine","H",85,71,65.4625,"W"
"3526","03/20/2017","Illinois St.","UCF","H",62,63,62.675,"L"
"1304","11/11/2016","Incarnate Word","Texas","A",73,78,82.3,"L"
"486","11/26/2016","Incarnate Word","Rice","H",79,87,76.4125,"L"
"598","11/30/2016","Incarnate Word","Texas Tech","A",48,69,70.675,"L"
"694","12/03/2016","Incarnate Word","LIU Brooklyn","H",90,79,73.9,"W"
"992","12/14/2016","Incarnate Word","UNLV","A",64,92,76.375,"L"
"1092","12/17/2016","Incarnate Word","Loyola Marymount","A",90,91,77.0125,"L"
"11125","12/21/2016","Incarnate Word","Memphis","A",71,95,76.875,"L"
"12104","12/31/2016","Incarnate Word","Nicholls St.","A",84,94,85.175,"L"
"1397","01/02/2017","Incarnate Word","Southeastern La.","A",63,74,73.4,"L"
"14100","01/05/2017","Incarnate Word","Northwestern St.","H",84,80,82,"W"
"15101","01/07/2017","Incarnate Word","New Orleans","H",72,87,69.975,"L"
"1697","01/11/2017","Incarnate Word","Lamar University","A",72,87,74.1125,"L"
"18101","01/21/2017","Incarnate Word","SFA","H",70,68,65.8,"W"
"21140","02/02/2017","Incarnate Word","McNeese","H",79,87,71,"L"
"23103","02/09/2017","Incarnate Word","SFA","A",79,87,72.675,"L"
"2498","02/11/2017","Incarnate Word","Sam Houston St.","A",63,72,74.0125,"L"
"26103","02/18/2017","Incarnate Word","Sam Houston St.","H",69,53,70.475,"W"
"27110","02/23/2017","Incarnate Word","Nicholls St.","H",68,77,74.8375,"L"
"1305","11/11/2016","Indiana","Kansas","N",103,99,88.075,"W"
"2403","11/16/2016","Indiana","UMass Lowell","H",100,78,75.1,"W"
