"","Date","Team","Opponent","Location","TeamScore","OppScore","POSS","Result"
"1082","03/14/2014","Cal Poly","UC Irvine","N",61,58,55.225,"W"
"1083","03/15/2014","Cal Poly","CSUN","N",61,59,60.2375,"W"
"1084","03/19/2014","Cal Poly","Texas Southern","N",81,69,61.95,"W"
"1085","03/21/2014","Cal Poly","Wichita St.","N",37,64,60.2625,"L"
"1086","11/09/2013","Cal St. Fullerton","Montana St.","A",84,55,62.45,"W"
"1087","11/13/2013","Cal St. Fullerton","Seattle U","A",71,75,68.9,"L"
"1088","11/16/2013","Cal St. Fullerton","Santa Clara","H",86,73,75.55,"W"
"1089","11/19/2013","Cal St. Fullerton","Southern California","A",62,76,73.9,"L"
"1090","11/23/2013","Cal St. Fullerton","San Jose St.","A",59,81,67.3,"L"
"1091","11/28/2013","Cal St. Fullerton","Marquette","H",66,86,67.575,"L"
"1092","11/29/2013","Cal St. Fullerton","Miami (FL)","H",46,48,59.9625,"L"
"1093","12/01/2013","Cal St. Fullerton","Col. of Charleston","N",48,61,66.475,"L"
"1094","12/04/2013","Cal St. Fullerton","Pepperdine","A",78,64,66.5,"W"
"1095","12/07/2013","Cal St. Fullerton","Seattle U","H",65,74,61.7625,"L"
"1096","12/15/2013","Cal St. Fullerton","Texas Southern","H",87,80,70.275,"W"
"1097","12/21/2013","Cal St. Fullerton","Sacramento St.","H",59,51,62.625,"W"
"1098","12/28/2013","Cal St. Fullerton","UNLV","A",64,83,72.5375,"L"
"1099","01/04/2014","Cal St. Fullerton","Tulsa","A",57,73,63.6125,"L"
"1100","01/09/2014","Cal St. Fullerton","UC Riverside","H",78,73,74.25,"W"
"1101","01/16/2014","Cal St. Fullerton","UC Irvine","A",54,72,65.325,"L"
"1102","01/18/2014","Cal St. Fullerton","UC Davis","A",61,69,66.2125,"L"
"1103","01/25/2014","Cal St. Fullerton","UC Santa Barbara","H",74,72,69.575,"W"
"1104","02/01/2014","Cal St. Fullerton","Long Beach St.","A",56,75,70.1625,"L"
"1105","02/06/2014","Cal St. Fullerton","UC Riverside","A",69,72,64.2375,"L"
"1106","02/08/2014","Cal St. Fullerton","CSUN","A",83,92,83.95,"L"
"1107","02/13/2014","Cal St. Fullerton","UC Davis","H",74,64,60.45,"W"
"1108","02/15/2014","Cal St. Fullerton","Hawaii","H",80,83,70.9,"L"
"1109","02/22/2014","Cal St. Fullerton","UC Santa Barbara","A",65,80,63.1125,"L"
"1110","02/27/2014","Cal St. Fullerton","CSUN","H",82,81,71.75,"W"
"1111","03/01/2014","Cal St. Fullerton","Long Beach St.","H",84,76,68.1125,"W"
"1112","03/06/2014","Cal St. Fullerton","UC Irvine","H",44,62,56.4625,"L"
"1113","03/08/2014","Cal St. Fullerton","Hawaii","A",77,81,70.1125,"L"
"1114","03/13/2014","Cal St. Fullerton","Long Beach St.","N",56,66,63.7375,"L"
"1115","11/08/2013","California","Coppin St.","H",83,64,69.3375,"W"
"1116","11/12/2013","California","Denver","H",77,50,62.2875,"W"
"1117","11/15/2013","California","Oakland","H",64,60,64.475,"W"
"1118","11/18/2013","California","Southern Utah","H",75,47,63.5,"W"
"1119","11/26/2013","California","Syracuse","N",81,92,69.1375,"L"
"1120","11/27/2013","California","Dayton","N",64,82,66.2375,"L"
"1121","12/02/2013","California","UC Irvine","H",73,56,75.425,"W"
"1122","12/06/2013","California","UC Santa Barbara","A",65,72,59.3375,"L"
"1123","12/10/2013","California","Nevada","H",92,84,67.7625,"W"
"1124","12/14/2013","California","Fresno St.","H",67,56,70,"W"
"1125","12/22/2013","California","Creighton","A",54,68,60.65,"L"
"1126","12/28/2013","California","Furman","H",90,60,63.4125,"W"
"1127","01/02/2014","California","Stanford","A",69,62,67.475,"W"
"1128","01/09/2014","California","Oregon","A",96,83,81.275,"W"
"1129","01/11/2014","California","Oregon St.","A",88,83,72.75,"W"
"1130","01/15/2014","California","Washington","H",82,56,69.525,"W"
"1131","01/18/2014","California","Washington St.","H",76,55,61.475,"W"
"1132","01/22/2014","California","Southern California","A",69,77,66.1625,"L"
"1133","01/26/2014","California","UCLA","A",64,76,71.1125,"L"
"1134","02/05/2014","California","Stanford","H",69,80,70.8,"L"
"1135","02/12/2014","California","Washington St.","A",80,76,64.425,"W"
"1136","02/15/2014","California","Washington","A",72,59,67.8375,"W"
"1137","02/19/2014","California","UCLA","H",66,86,67.5,"L"
"1138","02/23/2014","California","Southern California","H",77,64,66.025,"W"
"1139","03/05/2014","California","Utah","H",59,63,63.375,"L"
"1140","03/08/2014","California","Colorado","H",66,65,66.3375,"W"
"1141","03/13/2014","California","Colorado","N",56,59,60.175,"L"
"1142","03/19/2014","California","Utah Valley","H",77,64,66.4625,"W"
"1143","03/26/2014","California","SMU","A",65,67,55.4375,"L"
"1144","11/18/2013","Campbell","N.C. Central","H",43,62,56.125,"L"
"1145","11/20/2013","Campbell","Cincinnati","A",62,81,66.725,"L"
"1146","11/30/2013","Campbell","Ga. Southern","A",75,73,73.8625,"W"
"1147","12/03/2013","Campbell","UNCW","A",50,69,65.65,"L"
"1148","12/13/2013","Campbell","Loyola Chicago","A",68,80,62.4,"L"
"1149","12/18/2013","Campbell","Robert Morris","A",61,72,63.5,"L"
"1150","12/30/2013","Campbell","Ga. Southern","H",69,63,64.2875,"W"
"1151","01/02/2014","Campbell","East Carolina","H",71,79,62.025,"L"
"1152","01/04/2014","Campbell","Delaware St.","H",60,70,59.875,"L"
"1153","01/08/2014","Campbell","High Point","H",74,71,60.2,"W"
"1154","01/11/2014","Campbell","Longwood","A",75,67,64.2125,"W"
"1155","01/14/2014","Campbell","Liberty","A",68,71,60.1,"L"
"1156","01/18/2014","Campbell","VMI","H",97,93,78.8,"W"
"1157","01/22/2014","Campbell","Radford","H",65,63,60.8125,"W"
"1158","01/25/2014","Campbell","Gardner-Webb","A",48,66,60.125,"L"
"1159","01/29/2014","Campbell","Charleston So.","H",65,57,62.3625,"W"
"1160","02/01/2014","Campbell","Coastal Caro.","H",58,61,58.9125,"L"
"1161","02/05/2014","Campbell","UNC Asheville","A",73,86,76.6875,"L"
"1162","02/08/2014","Campbell","Winthrop","A",62,88,67.8,"L"
"1163","02/12/2014","Campbell","Presbyterian","H",77,66,65.625,"W"
"1164","02/15/2014","Campbell","Longwood","H",53,76,68.6875,"L"
"1165","02/19/2014","Campbell","VMI","A",81,84,65.8875,"L"
"1166","02/22/2014","Campbell","Liberty","H",59,79,61.8125,"L"
"1167","02/26/2014","Campbell","Radford","A",78,82,62.9125,"L"
"1168","02/28/2014","Campbell","High Point","A",53,56,60.325,"L"
"1169","03/05/2014","Campbell","Charleston So.","N",71,81,63.1625,"L"
"1170","11/11/2013","Canisius","South Dakota","H",71,66,68.025,"W"
"1171","11/16/2013","Canisius","St. Bonaventure","A",64,86,73.525,"L"
"1172","11/18/2013","Canisius","Rutgers","A",51,66,62.3625,"L"
"1173","11/19/2013","Canisius","Elon","N",86,85,71.4875,"W"
"1174","11/25/2013","Canisius","Georgia St.","N",79,71,66.3625,"W"
"1175","12/06/2013","Canisius","Saint Peter's","H",82,67,64.975,"W"
"1176","12/08/2013","Canisius","Siena","H",93,78,69.2125,"W"
"1177","12/14/2013","Canisius","St. Francis Brooklyn","A",51,67,63.625,"L"
"1178","12/16/2013","Canisius","Holy Cross","A",83,73,71.325,"W"
"1179","12/21/2013","Canisius","Lamar University","H",87,74,73.925,"W"
"1180","12/29/2013","Canisius","Notre Dame","A",81,87,76.3375,"L"
"1181","01/04/2014","Canisius","Saint Peter's","A",67,63,61.225,"W"
"1182","01/06/2014","Canisius","Marist","A",62,65,61.675,"L"
"1183","01/10/2014","Canisius","Rider","H",94,91,74.225,"W"
"1184","01/12/2014","Canisius","Monmouth","H",87,67,65.25,"W"
"1185","01/17/2014","Canisius","Iona","A",85,83,69.175,"W"
"1186","01/19/2014","Canisius","Monmouth","A",82,83,77.4,"L"
"1187","01/22/2014","Canisius","Niagara","H",87,74,65.6875,"W"
"1188","01/26/2014","Canisius","Marist","H",78,65,71.45,"W"
"1189","01/30/2014","Canisius","Quinnipiac","A",86,74,71.1625,"W"
"1190","02/01/2014","Canisius","Fairfield","A",84,58,73.1875,"W"
"1191","02/07/2014","Canisius","Manhattan","H",73,84,74.4,"L"
"1192","02/09/2014","Canisius","Iona","H",91,101,76.35,"L"
"1193","02/14/2014","Canisius","Niagara","A",71,65,71.7875,"W"
"1194","02/16/2014","Canisius","Siena","A",92,88,88.1,"W"
"1195","02/20/2014","Canisius","Quinnipiac","H",81,88,72.425,"L"
"1196","02/22/2014","Canisius","Fairfield","H",90,78,70.8875,"W"
"1197","02/28/2014","Canisius","Rider","A",79,66,67.575,"W"
"1198","03/02/2014","Canisius","Manhattan","A",63,68,63.925,"L"
"1199","03/08/2014","Canisius","Siena","N",71,65,61.075,"W"
"1200","03/09/2014","Canisius","Iona","N",72,75,59.15,"L"
"1201","03/18/2014","Canisius","VMI","H",100,111,83.0625,"L"
"1202","11/16/2013","Central Ark.","SIUE","A",93,100,85.4375,"L"
"1203","11/20/2013","Central Ark.","Louisiana Tech","H",57,94,78.025,"L"
"1204","11/26/2013","Central Ark.","Troy","H",60,53,63.6,"W"
"1205","12/01/2013","Central Ark.","Kansas St.","A",54,87,68.6625,"L"
"1206","12/15/2013","Central Ark.","Texas Tech","A",57,79,68.7875,"L"
"1207","12/17/2013","Central Ark.","North Texas","A",55,64,62.6375,"L"
"1208","12/21/2013","Central Ark.","Charleston So.","H",90,97,86.9625,"L"
"1209","12/28/2013","Central Ark.","Omaha","H",88,104,83.5875,"L"
"1210","01/04/2014","Central Ark.","Houston Baptist","H",86,69,75.325,"W"
"1211","01/11/2014","Central Ark.","Oral Roberts","A",80,93,73.9125,"L"
"1212","01/16/2014","Central Ark.","Incarnate Word","A",72,87,80.0875,"L"
"1213","01/23/2014","Central Ark.","Northwestern St.","H",68,76,70.9625,"L"
"1214","01/25/2014","Central Ark.","SFA","H",49,66,65.35,"L"
"1215","01/30/2014","Central Ark.","McNeese","A",76,75,64,"W"
"1216","02/01/2014","Central Ark.","Nicholls St.","A",67,78,65.6125,"L"
"1217","02/06/2014","Central Ark.","Southeastern La.","H",85,71,68.6875,"W"
"1218","02/08/2014","Central Ark.","New Orleans","H",79,88,76.0875,"L"
"1219","02/15/2014","Central Ark.","Houston Baptist","A",83,99,89.2625,"L"
"1220","02/22/2014","Central Ark.","Oral Roberts","H",50,63,62.7875,"L"
"1221","02/27/2014","Central Ark.","Sam Houston St.","H",80,71,72.325,"W"
"1222","03/01/2014","Central Ark.","Lamar University","H",76,69,74.0625,"W"
"1223","03/06/2014","Central Ark.","Northwestern St.","A",102,119,92.9875,"L"
"1224","03/08/2014","Central Ark.","SFA","A",61,85,68.1875,"L"
"1225","11/09/2013","Central Conn. St.","Yale","N",77,93,77.875,"L"
"1226","11/13/2013","Central Conn. St.","Purdue","A",73,109,81.1625,"L"
"1227","11/16/2013","Central Conn. St.","Northeastern","A",69,83,76.05,"L"
"1228","11/23/2013","Central Conn. St.","Rider","H",73,89,74.5125,"L"
"1229","11/26/2013","Central Conn. St.","NJIT","A",74,71,68.275,"W"
"1230","12/04/2013","Central Conn. St.","New Hampshire","H",65,56,68.95,"W"
"1231","12/07/2013","Central Conn. St.","Ohio St.","A",56,74,63.675,"L"
"1232","12/10/2013","Central Conn. St.","Hartford","H",73,59,62.975,"W"
"1233","12/15/2013","Central Conn. St.","Hofstra","A",67,72,70.7,"L"
"1234","12/21/2013","Central Conn. St.","Coastal Caro.","H",62,65,61.75,"L"
"1235","01/03/2014","Central Conn. St.","Coastal Caro.","A",67,86,69.025,"L"
"1236","01/09/2014","Central Conn. St.","Wagner","H",59,88,73.7125,"L"
"1237","01/11/2014","Central Conn. St.","Saint Francis (PA)","H",67,75,69.475,"L"
"1238","01/16/2014","Central Conn. St.","St. Francis Brooklyn","H",66,76,70.3375,"L"
"1239","01/18/2014","Central Conn. St.","LIU Brooklyn","H",61,62,69.3,"L"
"1240","01/23/2014","Central Conn. St.","Wagner","A",87,83,77.8375,"W"
"1241","01/25/2014","Central Conn. St.","Fairleigh Dickinson","A",73,86,71.05,"L"
"1242","01/30/2014","Central Conn. St.","Saint Francis (PA)","A",63,69,65.25,"L"
"1243","02/01/2014","Central Conn. St.","Robert Morris","A",74,73,66.3125,"W"
"1244","02/08/2014","Central Conn. St.","Fairleigh Dickinson","H",91,86,80.375,"W"
"1245","02/15/2014","Central Conn. St.","Sacred Heart","H",74,69,68.2375,"W"
"1246","02/18/2014","Central Conn. St.","St. Francis Brooklyn","A",73,71,71.7875,"W"
"1247","02/20/2014","Central Conn. St.","Mt. St. Mary's","H",76,87,77.575,"L"
"1248","02/27/2014","Central Conn. St.","LIU Brooklyn","A",86,82,81.05,"W"
"1249","03/01/2014","Central Conn. St.","Sacred Heart","A",73,70,70.375,"W"
"1250","03/05/2014","Central Conn. St.","Wagner","A",59,83,72.875,"L"
"1251","11/16/2013","Central Mich.","Pepperdine","H",71,88,69.675,"L"
"1252","11/22/2013","Central Mich.","Montana St.","H",54,59,67.075,"L"
"1253","11/23/2013","Central Mich.","CSUN","H",90,76,67.5125,"W"
"1254","11/30/2013","Central Mich.","Jacksonville St.","H",66,61,52.5125,"W"
"1255","12/07/2013","Central Mich.","SIUE","A",65,64,63.7,"W"
"1256","12/14/2013","Central Mich.","Dayton","A",58,84,66.6375,"L"
"1257","12/17/2013","Central Mich.","Jacksonville St.","A",73,82,62.375,"L"
"1258","01/08/2014","Central Mich.","Miami (OH)","H",70,77,72.2125,"L"
"1259","01/11/2014","Central Mich.","Toledo","A",71,86,68.6375,"L"
"1260","01/18/2014","Central Mich.","Eastern Mich.","H",59,72,65.9875,"L"
"1261","01/22/2014","Central Mich.","Miami (OH)","A",80,86,68.5,"L"
"1262","01/29/2014","Central Mich.","Ohio","A",67,71,68.2375,"L"
"1263","02/01/2014","Central Mich.","Western Mich.","A",72,75,62.425,"L"
"1264","02/05/2014","Central Mich.","Kent St.","H",78,73,71.1875,"W"
"1265","02/12/2014","Central Mich.","Northern Ill.","A",63,88,66.1625,"L"
"1266","02/15/2014","Central Mich.","Kent St.","A",75,83,61.7625,"L"
"1267","02/23/2014","Central Mich.","Northern Ill.","H",70,67,64.5125,"W"
"1268","02/26/2014","Central Mich.","Eastern Mich.","A",42,64,61.525,"L"
"1269","03/04/2014","Central Mich.","Toledo","H",69,73,58.3875,"L"
"1270","03/07/2014","Central Mich.","Western Mich.","H",64,78,58.9375,"L"
"1271","03/10/2014","Central Mich.","Eastern Mich.","A",60,72,62.4875,"L"
"1272","11/10/2013","Charleston So.","Delaware","A",95,93,75.7625,"W"
"1273","11/13/2013","Charleston So.","UNCW","H",78,80,75.2125,"L"
"1274","11/17/2013","Charleston So.","New Mexico","A",93,109,79.4125,"L"
"1275","12/03/2013","Charleston So.","Delaware","H",80,85,77.6125,"L"
"1276","12/18/2013","Charleston So.","Western Caro.","A",84,92,73.45,"L"
"1277","12/30/2013","Charleston So.","Florida St.","A",59,67,67.55,"L"
"1278","01/08/2014","Charleston So.","Coastal Caro.","H",70,58,65.2625,"W"
"1279","01/11/2014","Charleston So.","Winthrop","A",68,85,67.1875,"L"
"1280","01/15/2014","Charleston So.","Presbyterian","H",95,58,69.2,"W"
"1281","01/18/2014","Charleston So.","UNC Asheville","H",76,80,68.475,"L"
"1282","01/22/2014","Charleston So.","Gardner-Webb","A",78,76,67.7625,"W"
"1283","01/25/2014","Charleston So.","Longwood","H",85,88,67.525,"L"
"1284","02/01/2014","Charleston So.","Liberty","H",80,66,68.3375,"W"
"1285","02/05/2014","Charleston So.","Radford","H",76,82,67.45,"L"
"1286","02/08/2014","Charleston So.","VMI","A",84,92,76.9625,"L"
"1287","02/15/2014","Charleston So.","Winthrop","H",84,64,64.4,"W"
"1288","02/17/2014","Charleston So.","High Point","A",70,76,61.55,"L"
"1289","02/19/2014","Charleston So.","UNC Asheville","A",71,82,74.325,"L"
"1290","02/22/2014","Charleston So.","Presbyterian","A",86,47,69.225,"W"
"1291","02/26/2014","Charleston So.","Gardner-Webb","H",76,78,65.2875,"L"
"1292","03/01/2014","Charleston So.","Coastal Caro.","A",61,63,67.1875,"L"
"1293","03/07/2014","Charleston So.","Coastal Caro.","A",68,73,78.6875,"L"
"1294","11/08/2013","Charlotte","ETSU","H",80,75,80.5125,"W"
"1295","11/12/2013","Charlotte","Col. of Charleston","A",82,83,73.0625,"L"
"1296","11/15/2013","Charlotte","Elon","H",83,69,76.7625,"W"
"1297","11/21/2013","Charlotte","Kansas St.","N",68,61,69.4,"W"
"1298","11/22/2013","Charlotte","Northeastern","N",86,77,70.775,"W"
"1299","11/24/2013","Charlotte","Michigan","N",63,61,71.1,"W"
"1300","12/01/2013","Charlotte","UNC Asheville","H",77,56,64.1875,"W"
"1301","12/04/2013","Charlotte","Davidson","H",78,87,74.6125,"L"
"1302","12/17/2013","Charlotte","Florida St.","A",62,106,76.6625,"L"
"1303","12/21/2013","Charlotte","USC Upstate","H",81,76,67.575,"W"
"1304","12/29/2013","Charlotte","Georgia Tech","H",55,58,58.7,"L"
"1305","01/04/2014","Charlotte","N.C. A&T","H",88,72,69.5375,"W"
"1306","01/09/2014","Charlotte","UTEP","A",73,68,67.1875,"W"
"1307","01/11/2014","Charlotte","UTSA","A",77,85,77.5125,"L"
"1308","01/16/2014","Charlotte","Tulsa","H",90,86,84.075,"W"
"1309","01/18/2014","Charlotte","North Texas","H",76,74,69.8125,"W"
"1310","01/23/2014","Charlotte","Louisiana Tech","A",60,80,79,"L"
"1311","01/25/2014","Charlotte","Rice","A",69,71,66.95,"L"
"1312","01/30/2014","Charlotte","Fla. Atlantic","H",62,53,65.8375,"W"
"1313","02/01/2014","Charlotte","FIU","H",73,61,63.8125,"W"
"1314","02/07/2014","Charlotte","Tulane","A",63,64,66.375,"L"
"1315","02/09/2014","Charlotte","Southern Miss.","A",64,81,69.9,"L"
"1316","02/15/2014","Charlotte","Marshall","H",56,59,64.525,"L"
"1317","02/20/2014","Charlotte","Middle Tenn.","H",49,71,63.175,"L"
"1318","02/22/2014","Charlotte","UAB","H",62,64,67.6625,"L"
"1319","02/27/2014","Charlotte","East Carolina","A",68,75,70.575,"L"
"1320","03/02/2014","Charlotte","Old Dominion","H",74,63,64.4875,"W"
"1321","03/06/2014","Charlotte","Marshall","A",74,70,69.8125,"W"
"1322","03/12/2014","Charlotte","UAB","N",80,70,71.825,"W"
"1323","03/13/2014","Charlotte","Louisiana Tech","N",65,86,75.825,"L"
"1324","11/11/2013","Chattanooga","Radford","A",78,89,77.625,"L"
"1325","11/19/2013","Chattanooga","Kennesaw St.","H",69,73,76.55,"L"
"1326","11/22/2013","Chattanooga","Nevada","A",81,83,71.5375,"L"
"1327","11/24/2013","Chattanooga","UCLA","A",65,106,79.6,"L"
"1328","11/28/2013","Chattanooga","Morehead St.","N",75,88,69.925,"L"
"1329","11/29/2013","Chattanooga","IUPUI","N",87,76,71.1125,"W"
"1330","12/02/2013","Chattanooga","Georgia","A",56,87,73.2375,"L"
"1331","12/15/2013","Chattanooga","Northern Ky.","A",71,87,66.0625,"L"
"1332","12/18/2013","Chattanooga","UAB","A",52,67,62.7,"L"
"1333","12/29/2013","Chattanooga","Grand Canyon","H",69,64,64.2125,"W"
"1334","12/30/2013","Chattanooga","Maine","H",86,80,76,"W"
"1335","01/04/2014","Chattanooga","Furman","A",72,63,66.55,"W"
"1336","01/06/2014","Chattanooga","The Citadel","A",82,78,68.425,"W"
"1337","01/09/2014","Chattanooga","Samford","H",90,81,75.725,"W"
"1338","01/11/2014","Chattanooga","Wofford","H",70,69,65.6875,"W"
"1339","01/18/2014","Chattanooga","Wofford","A",71,57,66.425,"W"
"1340","01/23/2014","Chattanooga","Elon","H",84,63,64.6125,"W"
"1341","01/25/2014","Chattanooga","UNCG","H",77,67,73.35,"W"
"1342","01/30/2014","Chattanooga","Davidson","A",51,94,68.8375,"L"
"1343","02/01/2014","Chattanooga","Furman","H",67,52,68.275,"W"
"1344","02/04/2014","Chattanooga","Eastern Ky.","A",63,74,63.925,"L"
"1345","02/08/2014","Chattanooga","Samford","A",85,92,80.325,"L"
"1346","02/14/2014","Chattanooga","Western Caro.","H",83,73,72.9875,"W"
"1347","02/20/2014","Chattanooga","Ga. Southern","H",61,77,66.575,"L"
"1348","02/23/2014","Chattanooga","UNCG","A",84,88,76.7875,"L"
"1349","02/27/2014","Chattanooga","Western Caro.","A",83,81,71.25,"W"
"1350","03/08/2014","Chattanooga","Ga. Southern","N",55,62,60.7375,"L"
"1351","03/18/2014","Chattanooga","ETSU","A",66,79,69.425,"L"
"1352","11/08/2013","Chicago St.","Indiana","A",72,100,86.475,"L"
"1353","11/12/2013","Chicago St.","Jacksonville St.","H",79,75,69.6625,"W"
"1354","11/22/2013","Chicago St.","Illinois","A",53,77,60.55,"L"
"1355","11/30/2013","Chicago St.","Southern Ill.","H",88,84,71.825,"W"
"1356","12/04/2013","Chicago St.","Illinois St.","A",56,75,62.925,"L"
"1357","12/15/2013","Chicago St.","DePaul","A",70,77,82.0875,"L"
"1358","12/16/2013","Chicago St.","SIUE","H",81,64,69.7625,"W"
"1359","12/23/2013","Chicago St.","Cincinnati","A",62,102,72.55,"L"
"1360","12/29/2013","Chicago St.","Creighton","A",58,90,61.2625,"L"
"1361","01/04/2014","Chicago St.","Idaho","A",57,55,58.075,"W"
"1362","01/07/2014","Chicago St.","Green Bay","H",62,98,73.6875,"L"
"1363","01/11/2014","Chicago St.","UMKC","A",68,66,67.7625,"W"
"1364","01/16/2014","Chicago St.","New Mexico St.","H",86,81,75.4125,"W"
"1365","01/18/2014","Chicago St.","UTRGV","H",61,84,71.325,"L"
"1366","01/23/2014","Chicago St.","CSU Bakersfield","A",71,63,64.6375,"W"
"1367","01/25/2014","Chicago St.","Utah Valley","A",55,62,61.85,"L"
"1368","01/30/2014","Chicago St.","Grand Canyon","H",75,76,75.4625,"L"
"1369","02/08/2014","Chicago St.","UMKC","H",81,74,78.0125,"W"
"1370","02/13/2014","Chicago St.","UTRGV","A",68,71,74.2125,"L"
"1371","02/15/2014","Chicago St.","New Mexico St.","A",55,84,67.925,"L"
"1372","02/20/2014","Chicago St.","Utah Valley","H",70,79,64.625,"L"
"1373","02/22/2014","Chicago St.","CSU Bakersfield","H",73,68,66.7375,"W"
"1374","02/24/2014","Chicago St.","Eastern Ill.","A",62,84,72.4,"L"
"1375","02/27/2014","Chicago St.","Seattle U","A",84,77,90.825,"W"
"1376","03/01/2014","Chicago St.","Grand Canyon","A",74,84,65.35,"L"
"1377","03/06/2014","Chicago St.","Idaho","H",76,79,73.0375,"L"
"1378","03/08/2014","Chicago St.","Seattle U","H",67,53,70.85,"W"
"1379","03/13/2014","Chicago St.","CSU Bakersfield","N",62,68,67.825,"L"
"1380","11/08/2013","Cincinnati","N.C. Central","H",74,61,66.0125,"W"
"1381","11/26/2013","Cincinnati","UMass Lowell","H",79,49,77.1375,"W"
"1382","11/29/2013","Cincinnati","Kennesaw St.","H",95,67,73,"W"
"1383","12/03/2013","Cincinnati","USC Upstate","H",86,50,67.325,"W"
"1384","12/07/2013","Cincinnati","New Mexico","A",54,63,60.5,"L"
"1385","12/14/2013","Cincinnati","Xavier","N",47,64,57.7875,"L"
"1386","12/17/2013","Cincinnati","Pittsburgh","N",44,43,47.6,"W"
"1387","12/21/2013","Cincinnati","Middle Tenn.","H",69,48,66.375,"W"
"1388","12/28/2013","Cincinnati","Nebraska","H",74,59,60.7375,"W"
"1389","01/01/2014","Cincinnati","SMU","H",65,57,62,"W"
"1390","01/04/2014","Cincinnati","Memphis","A",69,53,68.075,"W"
"1391","01/07/2014","Cincinnati","Houston","A",61,60,61.2875,"W"
"1392","01/11/2014","Cincinnati","Rutgers","H",71,51,68.9875,"W"
"1393","01/14/2014","Cincinnati","Temple","H",69,58,63.2375,"W"
"1394","01/18/2014","Cincinnati","South Fla.","A",61,54,60.575,"W"
"1395","01/23/2014","Cincinnati","UCF","H",69,51,61.7875,"W"
"1396","01/26/2014","Cincinnati","Temple","A",80,76,66.6375,"W"
"1397","01/30/2014","Cincinnati","Louisville","A",69,66,65.625,"W"
"1398","02/02/2014","Cincinnati","South Fla.","H",50,45,53.4875,"W"
"1399","02/06/2014","Cincinnati","UConn","H",63,58,62.2875,"W"
"1400","02/08/2014","Cincinnati","SMU","A",55,76,63.9,"L"
"1401","02/15/2014","Cincinnati","Houston","H",73,62,54.4375,"W"
"1402","02/19/2014","Cincinnati","UCF","A",77,49,60.9375,"W"
"1403","02/22/2014","Cincinnati","Louisville","H",57,58,62.6625,"L"
"1404","03/01/2014","Cincinnati","UConn","A",45,51,63.925,"L"
"1405","03/06/2014","Cincinnati","Memphis","H",97,84,73.275,"W"
"1406","03/08/2014","Cincinnati","Rutgers","A",70,66,65.3375,"W"
"1407","03/13/2014","Cincinnati","UCF","N",61,58,64.45,"W"
"1408","03/14/2014","Cincinnati","UConn","N",56,58,56.3625,"L"
"1409","03/20/2014","Cincinnati","Harvard","N",57,61,59.95,"L"
"1410","11/08/2013","Clemson","Stetson","H",71,51,61.15,"W"
"1411","11/13/2013","Clemson","Delaware St.","H",58,37,48.025,"W"
"1412","11/17/2013","Clemson","South Carolina","H",71,57,65.45,"W"
"1413","11/21/2013","Clemson","Temple","N",72,58,63.2375,"W"
"1414","11/22/2013","Clemson","Davidson","N",85,54,64.4625,"W"
"1415","11/24/2013","Clemson","Massachusetts","N",56,62,66.125,"L"
"1416","11/29/2013","Clemson","Coastal Caro.","H",69,40,65.8125,"W"
"1417","12/03/2013","Clemson","South Carolina St.","H",65,49,60.775,"W"
"1418","12/14/2013","Clemson","Furman","H",71,35,56.9625,"W"
"1419","12/30/2013","Clemson","VMI","H",80,50,74.6,"W"
"1420","01/09/2014","Clemson","Florida St.","H",41,56,55.5875,"L"
"1421","01/11/2014","Clemson","Duke","H",72,59,63.1875,"W"
"1422","01/15/2014","Clemson","Virginia Tech","A",56,49,55.075,"W"
"1423","01/18/2014","Clemson","Wake Forest","H",61,53,56.8625,"W"
"1424","01/21/2014","Clemson","Pittsburgh","A",43,76,59.1,"L"
"1425","01/26/2014","Clemson","North Carolina","A",61,80,60.95,"L"
"1426","02/01/2014","Clemson","Florida St.","A",53,49,59.1,"W"
"1427","02/04/2014","Clemson","Georgia Tech","H",45,41,56.625,"W"
"1428","02/09/2014","Clemson","Syracuse","A",44,57,48.725,"L"
"1429","02/11/2014","Clemson","Notre Dame","A",64,68,67.1,"L"
"1430","02/15/2014","Clemson","Virginia","H",58,63,52.7625,"L"
"1431","02/22/2014","Clemson","Georgia Tech","A",63,55,58.8375,"W"
"1432","02/25/2014","Clemson","Wake Forest","A",57,62,61.025,"L"
"1433","03/02/2014","Clemson","Maryland","H",77,73,84.3,"W"
"1434","03/04/2014","Clemson","Miami (FL)","H",58,54,52.4375,"W"
"1435","03/08/2014","Clemson","Pittsburgh","H",78,83,69.6875,"L"
"1436","03/13/2014","Clemson","Georgia Tech","N",69,65,66.1375,"W"
"1437","03/14/2014","Clemson","Duke","N",62,63,56.2625,"L"
"1438","03/18/2014","Clemson","Georgia St.","H",78,66,64.075,"W"
"1439","03/23/2014","Clemson","Illinois","H",50,49,59.3,"W"
"1440","04/01/2014","Clemson","SMU","N",59,65,59.6,"L"
"1441","11/09/2013","Cleveland St.","Iona","H",73,69,72.55,"W"
"1442","11/13/2013","Cleveland St.","San Francisco","A",82,91,72.95,"L"
"1443","11/15/2013","Cleveland St.","UT Arlington","A",83,73,74.4375,"W"
"1444","11/18/2013","Cleveland St.","Eastern Mich.","A",69,81,73.125,"L"
"1445","11/23/2013","Cleveland St.","Robert Morris","H",87,74,69.7875,"W"
