"","Date","Team","Opponent","Location","TeamScore","OppScore","POSS","Result"
"1304","11/27/2015","Charlotte","Washington","N",66,71,76.2375,"L"
"1305","12/01/2015","Charlotte","Davidson","H",74,109,77.3,"L"
"1306","12/05/2015","Charlotte","Miami (FL)","A",60,88,72.95,"L"
"1307","12/22/2015","Charlotte","Georgetown","H",59,62,64.975,"L"
"1308","12/29/2015","Charlotte","The Citadel","H",111,93,91.35,"W"
"1309","01/02/2016","Charlotte","Old Dominion","A",65,74,64.2,"L"
"1310","01/07/2016","Charlotte","Southern Miss.","A",82,76,65.2375,"W"
"1311","01/09/2016","Charlotte","Louisiana Tech","A",90,93,78.8125,"L"
"1312","01/14/2016","Charlotte","Middle Tenn.","H",72,73,64.45,"L"
"1313","01/16/2016","Charlotte","UAB","H",72,74,67.3625,"L"
"1314","01/21/2016","Charlotte","Marshall","H",103,95,83.7125,"W"
"1315","01/23/2016","Charlotte","Western Ky.","H",88,71,67.15,"W"
"1316","01/28/2016","Charlotte","FIU","A",72,69,66.55,"W"
"1317","01/30/2016","Charlotte","Fla. Atlantic","A",77,82,73.375,"L"
"1318","02/03/2016","Charlotte","N.C. A&T","A",92,72,73.8625,"W"
"1319","02/06/2016","Charlotte","Old Dominion","H",69,74,69.3875,"L"
"1320","02/11/2016","Charlotte","Rice","H",102,73,75.0125,"W"
"1321","02/13/2016","Charlotte","North Texas","H",103,79,75.5125,"W"
"1322","02/18/2016","Charlotte","Marshall","A",72,87,83.7875,"L"
"1323","02/20/2016","Charlotte","Western Ky.","A",54,59,67.525,"L"
"1324","02/25/2016","Charlotte","UTSA","H",114,108,91.15,"W"
"1325","02/27/2016","Charlotte","UTEP","H",88,78,70.8125,"W"
"1326","03/03/2016","Charlotte","Rice","A",88,75,75.625,"W"
"1327","03/05/2016","Charlotte","North Texas","A",77,80,73.075,"L"
"1328","03/09/2016","Charlotte","Rice","N",79,69,70.6875,"W"
"1329","03/10/2016","Charlotte","Middle Tenn.","N",61,79,72.7625,"L"
"1330","11/13/2015","Chattanooga","Georgia","A",92,90,83.55,"W"
"1331","11/21/2015","Chattanooga","Illinois","A",81,77,75.3625,"W"
"1332","11/23/2015","Chattanooga","Iowa St.","A",63,83,72.0125,"L"
"1333","11/28/2015","Chattanooga","Jacksonville St.","N",62,52,61.675,"W"
"1334","11/30/2015","Chattanooga","La.-Monroe","A",54,64,60.525,"L"
"1335","12/12/2015","Chattanooga","Dayton","A",61,59,62.7375,"W"
"1336","12/15/2015","Chattanooga","Tennessee Tech","H",80,69,65.4625,"W"
"1337","12/18/2015","Chattanooga","Kennesaw St.","H",78,66,65.3375,"W"
"1338","12/22/2015","Chattanooga","Radford","H",77,75,68.6875,"W"
"1339","12/29/2015","Chattanooga","Lipscomb","A",80,56,69.2375,"W"
"1340","01/02/2016","Chattanooga","The Citadel","A",84,78,76.1625,"W"
"1341","01/05/2016","Chattanooga","Mercer","H",74,62,68.7375,"W"
"1342","01/09/2016","Chattanooga","Furman","A",55,70,65.7625,"L"
"1343","01/11/2016","Chattanooga","Wofford","A",77,68,63.625,"W"
"1344","01/14/2016","Chattanooga","Western Caro.","H",77,58,69.1625,"W"
"1345","01/16/2016","Chattanooga","ETSU","H",94,84,71.5125,"W"
"1346","01/21/2016","Chattanooga","UNCG","A",73,60,62.3375,"W"
"1347","01/30/2016","Chattanooga","Samford","A",63,56,62.6875,"W"
"1348","02/01/2016","Chattanooga","The Citadel","H",125,85,86.2,"W"
"1349","02/04/2016","Chattanooga","Wofford","H",79,63,67.05,"W"
"1350","02/06/2016","Chattanooga","Furman","H",62,54,61.2125,"W"
"1351","02/08/2016","Chattanooga","Mercer","A",72,66,63.8125,"W"
"1352","02/11/2016","Chattanooga","Western Caro.","A",61,67,71.6625,"L"
"1353","02/13/2016","Chattanooga","ETSU","A",76,68,64.875,"W"
"1354","02/18/2016","Chattanooga","VMI","H",85,59,68.525,"W"
"1355","02/20/2016","Chattanooga","UNCG","H",64,79,62.525,"L"
"1356","02/27/2016","Chattanooga","Samford","H",77,66,65.975,"W"
"1357","02/29/2016","Chattanooga","VMI","A",67,65,69.1125,"W"
"1358","03/05/2016","Chattanooga","Samford","N",59,54,62.7375,"W"
"1359","03/06/2016","Chattanooga","Western Caro.","N",73,69,69.3875,"W"
"1360","03/07/2016","Chattanooga","ETSU","N",73,67,67.95,"W"
"1361","03/17/2016","Chattanooga","Indiana","N",74,99,71.7875,"L"
"1362","11/16/2015","Chicago St.","Iowa St.","A",64,106,88.025,"L"
"1363","11/23/2015","Chicago St.","Illinois","A",79,82,73.4625,"L"
"1364","11/27/2015","Chicago St.","Jacksonville St.","N",65,68,60.425,"L"
"1365","12/02/2015","Chicago St.","Northern Ill.","A",58,80,71.3125,"L"
"1366","12/05/2015","Chicago St.","DePaul","A",72,96,80.35,"L"
"1367","12/11/2015","Chicago St.","Valparaiso","H",53,71,67.625,"L"
"1368","12/13/2015","Chicago St.","Northwestern","A",35,77,59.3,"L"
"1369","12/16/2015","Chicago St.","Minnesota","A",52,70,63.525,"L"
"1370","12/19/2015","Chicago St.","Western Ill.","H",77,70,66.525,"W"
"1371","12/21/2015","Chicago St.","Marquette","A",74,91,76.2625,"L"
"1372","12/28/2015","Chicago St.","Oakland","A",93,101,83.7,"L"
"1373","01/09/2016","Chicago St.","Seattle U","H",50,66,63.7375,"L"
"1374","01/11/2016","Chicago St.","CSU Bakersfield","H",56,67,66.7375,"L"
"1375","01/14/2016","Chicago St.","UTRGV","A",72,82,69.15,"L"
"1376","01/16/2016","Chicago St.","New Mexico St.","A",62,80,69.8,"L"
"1377","01/19/2016","Chicago St.","Green Bay","H",66,99,81.825,"L"
"1378","01/21/2016","Chicago St.","Grand Canyon","H",65,90,73.7,"L"
"1379","01/23/2016","Chicago St.","Utah Valley","H",76,82,70.65,"L"
"1380","01/30/2016","Chicago St.","UMKC","A",64,78,69.4,"L"
"1381","02/04/2016","Chicago St.","Seattle U","A",56,59,59.8875,"L"
"1382","02/06/2016","Chicago St.","CSU Bakersfield","A",48,71,68.525,"L"
"1383","02/13/2016","Chicago St.","New Mexico St.","H",55,69,63.2125,"L"
"1384","02/18/2016","Chicago St.","Utah Valley","A",72,74,74.3875,"L"
"1385","02/20/2016","Chicago St.","Grand Canyon","A",52,67,65.8125,"L"
"1386","02/28/2016","Chicago St.","UTRGV","H",79,89,72.0875,"L"
"1387","03/05/2016","Chicago St.","UMKC","H",53,82,66.975,"L"
"1388","03/10/2016","Chicago St.","CSU Bakersfield","N",57,79,70.775,"L"
"1389","11/13/2015","Cincinnati","Western Caro.","H",97,72,76.2375,"W"
"1390","11/15/2015","Cincinnati","Robert Morris","H",106,44,78.2125,"W"
"1391","11/24/2015","Cincinnati","Southeastern La.","H",64,49,57.725,"W"
"1392","11/27/2015","Cincinnati","Nebraska","N",65,61,61.3125,"W"
"1393","11/28/2015","Cincinnati","George Washington","N",61,56,59.8,"W"
"1394","12/06/2015","Cincinnati","Morgan St.","H",87,66,70.8625,"W"
"1395","12/12/2015","Cincinnati","Xavier","A",55,65,61.9625,"L"
"1396","12/15/2015","Cincinnati","Norfolk St.","H",75,59,69.3375,"W"
"1397","12/19/2015","Cincinnati","VCU","A",69,63,63.25,"W"
"1398","12/22/2015","Cincinnati","Iowa St.","H",79,81,68.3125,"L"
"1399","12/29/2015","Cincinnati","Temple","H",70,77,60.075,"L"
"1400","01/02/2016","Cincinnati","Tulsa","H",76,57,65,"W"
"1401","01/07/2016","Cincinnati","SMU","A",57,59,59.9625,"L"
"1402","01/10/2016","Cincinnati","South Fla.","A",54,51,61.4125,"W"
"1403","01/13/2016","Cincinnati","Houston","H",70,59,60.625,"W"
"1404","01/16/2016","Cincinnati","Temple","A",65,67,78.2875,"L"
"1405","01/21/2016","Cincinnati","Memphis","H",76,72,69.8625,"W"
"1406","01/24/2016","Cincinnati","Tulane","H",97,75,74.025,"W"
"1407","01/28/2016","Cincinnati","UConn","A",58,57,65.25,"W"
"1408","02/04/2016","Cincinnati","South Fla.","H",88,57,68.1875,"W"
"1409","02/06/2016","Cincinnati","Memphis","A",59,63,66.2125,"L"
"1410","02/09/2016","Cincinnati","UCF","A",69,51,64.8125,"W"
"1411","02/13/2016","Cincinnati","East Carolina","H",75,60,64.9625,"W"
"1412","02/18/2016","Cincinnati","Tulsa","A",68,70,74.2875,"L"
"1413","02/20/2016","Cincinnati","UConn","H",65,60,62.625,"W"
"1414","02/27/2016","Cincinnati","East Carolina","A",65,56,59.8,"W"
"1415","03/03/2016","Cincinnati","Houston","A",56,69,60.425,"L"
"1416","03/06/2016","Cincinnati","SMU","H",61,54,65.475,"W"
"1417","03/11/2016","Cincinnati","UConn","N",97,104,87.775,"L"
"1418","03/18/2016","Cincinnati","Saint Joseph's","N",76,78,61.625,"L"
"1419","11/13/2015","Clemson","N.C. Central","H",74,40,59.3125,"W"
"1420","11/15/2015","Clemson","UTSA","H",78,45,65.3875,"W"
"1421","11/19/2015","Clemson","Texas Southern","H",76,56,61.9875,"W"
"1422","11/23/2015","Clemson","Massachusetts","N",65,82,69.05,"L"
"1423","11/25/2015","Clemson","Rutgers","N",76,58,64.5,"W"
"1424","11/30/2015","Clemson","Minnesota","A",83,89,64.6875,"L"
"1425","12/02/2015","Clemson","USC Upstate","H",76,56,62.9875,"W"
"1426","12/06/2015","Clemson","Wofford","H",66,51,63,"W"
"1427","12/15/2015","Clemson","Presbyterian","H",69,41,70.025,"W"
"1428","12/18/2015","Clemson","South Carolina","H",59,65,61.9625,"L"
"1429","12/22/2015","Clemson","Georgia","A",48,71,61.625,"L"
"1430","12/30/2015","Clemson","North Carolina","A",69,80,67.5,"L"
"1431","01/02/2016","Clemson","Florida St.","H",84,75,67.1125,"W"
"1432","01/05/2016","Clemson","Syracuse","A",74,73,65.125,"W"
"1433","01/10/2016","Clemson","Louisville","H",66,62,68.25,"W"
"1434","01/13/2016","Clemson","Duke","H",68,63,63.25,"W"
"1435","01/16/2016","Clemson","Miami (FL)","H",76,65,61.3875,"W"
"1436","01/19/2016","Clemson","Virginia","A",62,69,60.15,"L"
"1437","01/27/2016","Clemson","Pittsburgh","H",73,60,63.5,"W"
"1438","01/30/2016","Clemson","Florida St.","A",65,76,74.1125,"L"
"1439","02/02/2016","Clemson","Wake Forest","A",76,62,69.0875,"W"
"1440","02/06/2016","Clemson","Virginia Tech","A",57,60,62.1,"L"
"1441","02/08/2016","Clemson","Notre Dame","H",83,89,66.7375,"L"
"1442","02/13/2016","Clemson","Georgia Tech","H",66,52,61.2875,"W"
"1443","02/23/2016","Clemson","Georgia Tech","A",73,75,63.75,"L"
"1444","03/01/2016","Clemson","Virginia","H",57,64,58.3625,"L"
"1445","03/09/2016","Clemson","Georgia Tech","N",85,88,72.9,"L"
"1446","11/21/2015","Cleveland St.","Rhode Island","A",45,73,69,"L"
"1447","11/24/2015","Cleveland St.","Rider","N",57,52,62.5375,"W"
"1448","11/25/2015","Cleveland St.","South Dakota St.","N",66,77,65.6125,"L"
"1449","11/28/2015","Cleveland St.","Maryland","A",63,80,58.25,"L"
"1450","12/02/2015","Cleveland St.","Toledo","A",65,76,67.325,"L"
"1451","12/05/2015","Cleveland St.","Kent St.","H",62,66,63.55,"L"
"1452","12/12/2015","Cleveland St.","Ohio","H",67,76,68.2,"L"
"1453","12/16/2015","Cleveland St.","Loyola Chicago","A",60,54,61.05,"W"
"1454","01/02/2016","Cleveland St.","Oakland","A",68,86,71.95,"L"
"1455","01/04/2016","Cleveland St.","Detroit Mercy","A",80,88,77.4375,"L"
"1456","01/07/2016","Cleveland St.","Green Bay","H",67,87,78,"L"
"1457","01/09/2016","Cleveland St.","Milwaukee","H",62,65,52.35,"L"
"1458","01/14/2016","Cleveland St.","Wright St.","A",53,70,62.725,"L"
"1459","01/16/2016","Cleveland St.","Northern Ky.","A",70,65,64.475,"W"
"1460","01/18/2016","Cleveland St.","Ill.-Chicago","H",70,53,69.425,"W"
"1461","01/24/2016","Cleveland St.","Youngstown St.","H",55,70,67.1875,"L"
"1462","01/28/2016","Cleveland St.","Valparaiso","A",52,77,63.7875,"L"
"1463","01/30/2016","Cleveland St.","Ill.-Chicago","A",70,72,75.125,"L"
"1464","02/04/2016","Cleveland St.","Detroit Mercy","H",63,71,70.475,"L"
"1465","02/06/2016","Cleveland St.","Oakland","H",57,67,66.15,"L"
"1466","02/13/2016","Cleveland St.","Youngstown St.","A",64,59,67.95,"W"
"1467","02/16/2016","Cleveland St.","Valparaiso","H",43,66,63.2,"L"
"1468","02/20/2016","Cleveland St.","Milwaukee","A",54,88,64.85,"L"
"1469","02/22/2016","Cleveland St.","Green Bay","A",61,78,71.975,"L"
"1470","02/25/2016","Cleveland St.","Northern Ky.","H",63,58,61.2125,"W"
"1471","02/27/2016","Cleveland St.","Wright St.","H",51,55,63.9,"L"
"1472","03/05/2016","Cleveland St.","Green Bay","N",53,65,70.8,"L"
"1473","11/13/2015","Coastal Caro.","Nevada","N",56,73,72.35,"L"
"1474","11/15/2015","Coastal Caro.","Hawaii","A",63,74,74.775,"L"
"1475","11/24/2015","Coastal Caro.","Col. of Charleston","A",67,61,60.8125,"W"
"1476","12/06/2015","Coastal Caro.","Radford","H",63,58,65.2,"W"
"1477","12/14/2015","Coastal Caro.","Wofford","A",71,63,63.325,"W"
"1478","12/18/2015","Coastal Caro.","Wake Forest","A",77,83,67.45,"L"
"1479","12/31/2015","Coastal Caro.","Gardner-Webb","A",61,65,66.1375,"L"
"1480","01/02/2016","Coastal Caro.","Winthrop","H",82,63,75.3125,"W"
"1481","01/06/2016","Coastal Caro.","Liberty","H",61,62,58.0125,"L"
"1482","01/09/2016","Coastal Caro.","Longwood","A",61,76,67.6,"L"
"1483","01/14/2016","Coastal Caro.","Presbyterian","H",87,58,70.65,"W"
"1484","01/16/2016","Coastal Caro.","High Point","A",71,68,64.575,"W"
"1485","01/27/2016","Coastal Caro.","UNC Asheville","H",68,66,75.625,"W"
"1486","02/03/2016","Coastal Caro.","Presbyterian","A",69,66,65.5875,"W"
"1487","02/06/2016","Coastal Caro.","Radford","A",72,60,68.15,"W"
"1488","02/11/2016","Coastal Caro.","High Point","H",67,68,61.6375,"L"
"1489","02/13/2016","Coastal Caro.","Gardner-Webb","H",78,71,69.35,"W"
"1490","02/18/2016","Coastal Caro.","Winthrop","A",67,79,76.7625,"L"
"1491","02/27/2016","Coastal Caro.","UNC Asheville","A",81,79,67.2375,"W"
"1492","03/04/2016","Coastal Caro.","Gardner-Webb","N",65,69,63.8375,"L"
"1493","03/15/2016","Coastal Caro.","Mercer","H",65,57,66.9125,"W"
"1494","03/19/2016","Coastal Caro.","New Hampshire","H",71,62,68.125,"W"
"1495","03/23/2016","Coastal Caro.","Grand Canyon","H",60,58,63.55,"W"
"1496","03/27/2016","Coastal Caro.","UC Irvine","H",47,66,67.725,"L"
"1497","11/13/2015","Col. of Charleston","South Carolina St.","H",74,54,67.5625,"W"
"1498","11/16/2015","Col. of Charleston","Navy","A",72,58,63.0875,"W"
"1499","11/21/2015","Col. of Charleston","Davidson","A",81,82,73.2625,"L"
"1500","11/27/2015","Col. of Charleston","Western Caro.","H",57,56,64.1125,"W"
"1501","11/30/2015","Col. of Charleston","LSU","H",70,58,74.9,"W"
"1502","12/05/2015","Col. of Charleston","The Citadel","A",82,74,78.975,"W"
"1503","12/07/2015","Col. of Charleston","East Carolina","H",77,73,69.6125,"W"
"1504","12/19/2015","Col. of Charleston","Miami (FL)","A",63,85,76.6875,"L"
"1505","12/31/2015","Col. of Charleston","James Madison","A",65,62,62.7,"W"
"1506","01/02/2016","Col. of Charleston","William & Mary","A",70,78,65.2875,"L"
"1507","01/07/2016","Col. of Charleston","Hofstra","H",72,61,66.175,"W"
"1508","01/09/2016","Col. of Charleston","Drexel","A",54,61,56.425,"L"
"1509","01/14/2016","Col. of Charleston","William & Mary","H",61,63,63.1375,"L"
"1510","01/16/2016","Col. of Charleston","Elon","H",64,65,63.9625,"L"
"1511","01/21/2016","Col. of Charleston","Towson","A",40,37,54.075,"W"
"1512","01/23/2016","Col. of Charleston","Delaware","H",59,58,56.675,"W"
"1513","01/28/2016","Col. of Charleston","Northeastern","H",68,61,69.175,"W"
"1514","01/30/2016","Col. of Charleston","UNCW","A",55,65,62.7625,"L"
"1515","02/04/2016","Col. of Charleston","Towson","H",65,47,63.2375,"W"
"1516","02/06/2016","Col. of Charleston","Drexel","H",60,38,66.6375,"W"
"1517","02/11/2016","Col. of Charleston","James Madison","H",52,56,61.4125,"L"
"1518","02/13/2016","Col. of Charleston","Elon","A",66,62,61.725,"W"
"1519","02/18/2016","Col. of Charleston","Delaware","A",59,62,65.075,"L"
"1520","02/20/2016","Col. of Charleston","UNCW","H",55,59,70.3,"L"
"1521","02/25/2016","Col. of Charleston","Northeastern","A",57,58,61.625,"L"
"1522","02/27/2016","Col. of Charleston","Hofstra","A",63,72,66.375,"L"
"1523","03/04/2016","Col. of Charleston","Delaware","N",67,63,66.6375,"W"
"1524","03/05/2016","Col. of Charleston","UNCW","N",64,66,65.2125,"L"
"1525","11/13/2015","Colgate","George Mason","A",66,53,66.4875,"W"
"1526","11/16/2015","Colgate","Cornell","H",98,101,93.1,"L"
"1527","11/24/2015","Colgate","Fordham","A",58,84,66.075,"L"
"1528","11/28/2015","Colgate","UMBC","A",71,63,65.1125,"W"
"1529","12/05/2015","Colgate","TCU","A",49,76,64.65,"L"
"1530","12/08/2015","Colgate","Syracuse","A",51,78,60.9125,"L"
"1531","12/13/2015","Colgate","New Hampshire","H",75,59,61.4875,"W"
"1532","12/23/2015","Colgate","Georgia Tech","A",60,76,58.675,"L"
"1533","12/30/2015","Colgate","Lafayette","H",77,70,67.6875,"W"
"1534","01/06/2016","Colgate","Holy Cross","A",63,65,64.7875,"L"
"1535","01/09/2016","Colgate","Navy","H",68,71,70.1875,"L"
"1536","01/24/2016","Colgate","Holy Cross","H",76,61,60.525,"W"
"1537","01/27/2016","Colgate","Lehigh","A",70,79,71.2125,"L"
"1538","02/01/2016","Colgate","Loyola Maryland","A",65,68,61.5,"L"
"1539","02/06/2016","Colgate","Navy","A",58,55,55.05,"W"
"1540","02/21/2016","Colgate","Loyola Maryland","H",93,90,67.9125,"W"
"1541","02/24/2016","Colgate","Lehigh","H",54,71,66.8,"L"
"1542","02/27/2016","Colgate","Lafayette","A",77,79,65.8375,"L"
"1543","11/13/2015","Colorado","Iowa St.","N",62,68,78.175,"L"
"1544","11/20/2015","Colorado","Portland","H",85,63,75.2125,"W"
"1545","11/22/2015","Colorado","Omaha","H",87,82,78.4875,"W"
"1546","11/29/2015","Colorado","Northern Colo.","H",82,52,71.9,"W"
"1547","12/06/2015","Colorado","Colorado St.","A",88,77,68.525,"W"
"1548","12/18/2015","Colorado","Nicholls St.","H",85,68,72.375,"W"
"1549","12/19/2015","Colorado","Hampton","H",95,53,75.325,"W"
"1550","12/22/2015","Colorado","Penn St.","N",71,70,67.0625,"W"
"1551","12/23/2015","Colorado","SMU","N",66,70,67.8625,"L"
"1552","01/03/2016","Colorado","Stanford","A",56,55,63.7875,"W"
"1553","01/08/2016","Colorado","Utah","H",54,56,62.0875,"L"
"1554","01/13/2016","Colorado","Oregon St.","H",71,54,70.35,"W"
"1555","01/17/2016","Colorado","Oregon","H",91,87,72.1375,"W"
"1556","01/20/2016","Colorado","Washington","A",83,95,77.5625,"L"
"1557","01/23/2016","Colorado","Washington St.","A",75,70,68.5875,"W"
"1558","01/27/2016","Colorado","Stanford","H",91,75,72.325,"W"
"1559","02/04/2016","Colorado","Oregon","A",56,76,69.3125,"L"
"1560","02/06/2016","Colorado","Oregon St.","A",56,60,66.45,"L"
"1561","02/11/2016","Colorado","Washington St.","H",88,81,78.5125,"W"
"1562","02/13/2016","Colorado","Washington","H",81,80,82.6375,"W"
"1563","02/17/2016","Colorado","Southern California","A",72,79,73.0625,"L"
"1564","02/20/2016","Colorado","UCLA","A",53,77,66.7,"L"
"1565","03/05/2016","Colorado","Utah","A",55,57,69,"L"
"1566","03/09/2016","Colorado","Washington St.","N",80,56,71.8375,"W"
"1567","03/17/2016","Colorado","UConn","N",67,74,68.0875,"L"
"1568","11/14/2015","Colorado St.","UNI","A",84,78,70.8375,"W"
"1569","11/19/2015","Colorado St.","Loyola Marymount","H",83,75,67.775,"W"
"1570","11/22/2015","Colorado St.","Oakland","H",95,89,77.95,"W"
"1571","11/27/2015","Colorado St.","Portland","N",90,74,75,"W"
"1572","11/28/2015","Colorado St.","UTEP","N",90,99,97.5125,"L"
"1573","12/03/2015","Colorado St.","Long Beach St.","H",77,83,72.0625,"L"
"1574","12/13/2015","Colorado St.","Northern Colo.","A",64,73,66.9,"L"
"1575","12/19/2015","Colorado St.","Kansas St.","A",56,61,66.95,"L"
"1576","12/21/2015","Colorado St.","USC Upstate","H",89,61,63.925,"W"
"1577","01/06/2016","Colorado St.","UNLV","H",66,65,70.3375,"W"
"1578","01/09/2016","Colorado St.","San Jose St.","A",85,84,75.375,"W"
"1579","01/13/2016","Colorado St.","San Diego St.","H",62,69,67.1,"L"
"1580","01/16/2016","Colorado St.","Utah St.","H",92,96,70.7125,"L"
"1581","01/27/2016","Colorado St.","San Jose St.","H",74,66,62.05,"W"
"1582","01/30/2016","Colorado St.","Wyoming","A",76,83,65.775,"L"
"1583","02/02/2016","Colorado St.","San Diego St.","A",67,69,66.3125,"L"
"1584","02/06/2016","Colorado St.","Nevada","H",76,67,75.375,"W"
"1585","02/13/2016","Colorado St.","UNLV","A",80,87,80.5875,"L"
"1586","02/17/2016","Colorado St.","Utah St.","A",59,72,63.8375,"L"
"1587","02/20/2016","Colorado St.","Wyoming","H",66,84,65.55,"L"
"1588","02/23/2016","Colorado St.","New Mexico","H",86,69,65.7625,"W"
"1589","02/28/2016","Colorado St.","Nevada","A",80,87,86.125,"L"
"1590","03/02/2016","Colorado St.","Fresno St.","A",73,87,71.975,"L"
"1591","03/09/2016","Colorado St.","San Jose St.","N",80,61,68.45,"W"
"1592","03/11/2016","Colorado St.","Fresno St.","N",56,64,65.775,"L"
"1593","11/16/2015","Columbia","Kansas St.","A",71,81,68.925,"L"
"1594","11/20/2015","Columbia","Northwestern","A",80,83,68.475,"L"
"1595","11/22/2015","Columbia","Lehigh","H",88,61,64.425,"W"
"1596","11/24/2015","Columbia","Wofford","H",70,59,61.65,"W"
"1597","11/27/2015","Columbia","Fairfield","A",81,82,75.025,"L"
"1598","11/28/2015","Columbia","Longwood","H",69,70,58.3375,"L"
"1599","12/04/2015","Columbia","Saint Joseph's","H",78,80,67.4625,"L"
"1600","12/06/2015","Columbia","Delaware","H",82,69,67.4,"W"
"1601","12/09/2015","Columbia","Manhattan","A",72,71,65.9875,"W"
"1602","12/12/2015","Columbia","NJIT","H",65,56,65.5,"W"
"1603","12/14/2015","Columbia","Robert Morris","H",78,71,67.6875,"W"
"1604","12/28/2015","Columbia","Howard","H",72,59,75.6625,"W"
"1605","01/02/2016","Columbia","Stony Brook","A",60,69,64.625,"L"
"1606","01/06/2016","Columbia","UMES","H",81,75,63.5375,"W"
"1607","01/16/2016","Columbia","Cornell","H",74,70,76.5,"W"
"1608","01/23/2016","Columbia","Cornell","A",79,68,71.8375,"W"
"1609","01/29/2016","Columbia","Dartmouth","A",77,60,67.4125,"W"
"1610","01/30/2016","Columbia","Harvard","A",55,54,60.4625,"W"
"1611","02/05/2016","Columbia","Yale","A",72,86,68.5625,"L"
"1612","02/12/2016","Columbia","Penn","H",63,53,66.7625,"W"
"1613","02/13/2016","Columbia","Princeton","H",83,88,77.325,"L"
"1614","02/19/2016","Columbia","Harvard","H",90,76,62.6,"W"
"1615","02/20/2016","Columbia","Dartmouth","H",73,54,64.8625,"W"
"1616","02/26/2016","Columbia","Princeton","A",83,88,67.6125,"L"
"1617","02/27/2016","Columbia","Penn","A",93,65,60.8125,"W"
"1618","03/05/2016","Columbia","Yale","H",55,71,59.2,"L"
"1619","03/16/2016","Columbia","Norfolk St.","H",86,54,65.0125,"W"
"1620","03/27/2016","Columbia","NJIT","H",80,65,65.15,"W"
"1621","03/29/2016","Columbia","UC Irvine","H",73,67,73.7125,"W"
"1622","11/13/2015","Coppin St.","Eastern Ky.","A",80,107,85.775,"L"
"1623","11/15/2015","Coppin St.","Iowa","A",68,103,82.475,"L"
"1624","11/28/2015","Coppin St.","Towson","H",77,81,77.8125,"L"
"1625","12/05/2015","Coppin St.","Hampton","H",71,74,80.6125,"L"
"1626","12/07/2015","Coppin St.","Norfolk St.","H",56,88,67.525,"L"
"1627","12/09/2015","Coppin St.","Kansas St.","A",58,83,71.325,"L"
"1628","12/13/2015","Coppin St.","Fordham","A",55,92,76.9,"L"
"1629","12/18/2015","Coppin St.","San Francisco","A",93,96,82.2,"L"
"1630","12/21/2015","Coppin St.","Eastern Mich.","H",62,73,64.475,"L"
"1631","12/28/2015","Coppin St.","Creighton","A",77,102,71.475,"L"
"1632","12/30/2015","Coppin St.","Iowa St.","A",84,104,78.075,"L"
"1633","01/09/2016","Coppin St.","Howard","A",63,72,65.375,"L"
"1634","01/18/2016","Coppin St.","Florida A&M","A",70,66,71.7125,"W"
"1635","01/27/2016","Coppin St.","N.C. A&T","H",73,68,70.6375,"W"
"1636","01/30/2016","Coppin St.","UMES","H",81,83,74.5125,"L"
"1637","02/01/2016","Coppin St.","Morgan St.","A",43,83,71.7,"L"
"1638","02/06/2016","Coppin St.","South Carolina St.","A",83,88,76.0625,"L"
"1639","02/08/2016","Coppin St.","Savannah St.","A",63,72,75.1625,"L"
"1640","02/13/2016","Coppin St.","Howard","H",90,66,70.5875,"W"
"1641","02/15/2016","Coppin St.","Delaware St.","H",67,71,72.6375,"L"
"1642","02/18/2016","Coppin St.","N.C. Central","H",71,60,68.55,"W"
"1643","02/22/2016","Coppin St.","Norfolk St.","A",77,85,72.2375,"L"
"1644","02/27/2016","Coppin St.","Morgan St.","H",72,74,75.975,"L"
"1645","03/03/2016","Coppin St.","Delaware St.","A",72,62,65.7875,"W"
"1646","03/07/2016","Coppin St.","N.C. A&T","N",98,91,82.45,"W"
"1647","03/10/2016","Coppin St.","South Carolina St.","N",80,90,73.1125,"L"
"1648","11/13/2015","Cornell","Georgia Tech","A",81,116,74.475,"L"
"1649","11/25/2015","Cornell","Pittsburgh","A",49,93,69.8375,"L"
"1650","11/29/2015","Cornell","UMass Lowell","A",77,80,80.1375,"L"
"1651","12/01/2015","Cornell","Siena","H",81,80,77.1875,"W"
"1652","12/05/2015","Cornell","Lafayette","H",85,67,81.575,"W"
"1653","12/19/2015","Cornell","Syracuse","A",46,67,61.9625,"L"
"1654","12/23/2015","Cornell","Monmouth","H",69,78,78.475,"L"
"1655","12/28/2015","Cornell","Saint Peter's","A",65,62,70.025,"W"
"1656","01/06/2016","Cornell","Howard","A",84,81,76.975,"W"
"1657","01/29/2016","Cornell","Harvard","A",77,65,72.7375,"W"
"1658","01/30/2016","Cornell","Dartmouth","A",77,73,74.5375,"W"
"1659","02/06/2016","Cornell","Yale","A",52,83,62.65,"L"
"1660","02/12/2016","Cornell","Princeton","H",56,85,70.125,"L"
"1661","02/13/2016","Cornell","Penn","H",84,92,79.5625,"L"
"1662","02/19/2016","Cornell","Dartmouth","H",66,78,76.1375,"L"
"1663","02/20/2016","Cornell","Harvard","H",74,76,70.5625,"L"
"1664","02/26/2016","Cornell","Penn","A",67,79,76.375,"L"
"1665","02/27/2016","Cornell","Princeton","A",60,74,59.5375,"L"
"1666","03/04/2016","Cornell","Yale","H",64,88,69.8375,"L"
"1667","11/14/2015","Creighton","Texas Southern","H",93,70,73.575,"W"
"1668","11/17/2015","Creighton","UTSA","H",103,78,81.6125,"W"
"1669","11/19/2015","Creighton","Indiana","A",65,86,76.9375,"L"
