"","Date","Team","Opponent","Location","TeamScore","OppScore","POSS","Result"
"1485","12/02/2014","Coastal Caro.","South Carolina St.","H",66,52,62.125,"W"
"1486","12/14/2014","Coastal Caro.","South Carolina St.","A",57,43,58.6,"W"
"1487","12/18/2014","Coastal Caro.","Ole Miss","A",68,71,61.2375,"L"
"1488","12/31/2014","Coastal Caro.","High Point","A",83,68,66.55,"W"
"1489","01/08/2015","Coastal Caro.","Longwood","H",76,70,60.975,"W"
"1490","01/10/2015","Coastal Caro.","Liberty","A",69,54,67.95,"W"
"1491","01/17/2015","Coastal Caro.","Gardner-Webb","H",67,82,64.525,"L"
"1492","01/22/2015","Coastal Caro.","UNC Asheville","A",65,75,66.6625,"L"
"1493","01/24/2015","Coastal Caro.","Presbyterian","H",63,52,57.8375,"W"
"1494","01/28/2015","Coastal Caro.","Winthrop","H",68,75,64,"L"
"1495","01/31/2015","Coastal Caro.","Gardner-Webb","A",64,66,69.925,"L"
"1496","02/03/2015","Coastal Caro.","UNC Asheville","H",68,56,67.6375,"W"
"1497","02/06/2015","Coastal Caro.","High Point","H",65,60,61.3,"W"
"1498","02/14/2015","Coastal Caro.","Liberty","H",96,56,63.1,"W"
"1499","02/16/2015","Coastal Caro.","Radford","A",65,59,59.4125,"W"
"1500","02/23/2015","Coastal Caro.","Longwood","A",72,59,67.05,"W"
"1501","02/26/2015","Coastal Caro.","Presbyterian","A",69,80,71.3,"L"
"1502","03/06/2015","Coastal Caro.","UNC Asheville","H",74,57,71.7875,"W"
"1503","03/07/2015","Coastal Caro.","Gardner-Webb","H",73,70,68.45,"W"
"1504","03/08/2015","Coastal Caro.","Winthrop","H",81,70,68.0125,"W"
"1505","03/20/2015","Coastal Caro.","Wisconsin","N",72,86,62.9625,"L"
"1506","11/14/2014","Col. of Charleston","Furman","A",75,40,60.7625,"W"
"1507","11/17/2014","Col. of Charleston","Gardner-Webb","H",67,80,74.0875,"L"
"1508","11/20/2014","Col. of Charleston","UConn","N",57,65,60.475,"L"
"1509","11/21/2014","Col. of Charleston","Texas A&M","N",50,59,63.55,"L"
"1510","11/23/2014","Col. of Charleston","George Mason","N",61,60,64.3125,"W"
"1511","11/29/2014","Col. of Charleston","West Virginia","A",57,86,64.975,"L"
"1512","12/02/2014","Col. of Charleston","The Citadel","H",59,55,59.6,"W"
"1513","12/11/2014","Col. of Charleston","South Carolina St.","H",50,47,58.625,"W"
"1514","12/20/2014","Col. of Charleston","Davidson","H",68,80,73.2125,"L"
"1515","12/22/2014","Col. of Charleston","LSU","A",47,71,73.7375,"L"
"1516","12/30/2014","Col. of Charleston","Miami (FL)","A",40,67,61.05,"L"
"1517","01/03/2015","Col. of Charleston","William & Mary","A",45,75,62.0125,"L"
"1518","01/05/2015","Col. of Charleston","James Madison","H",50,61,56.625,"L"
"1519","01/08/2015","Col. of Charleston","Hofstra","H",66,71,57.1375,"L"
"1520","01/10/2015","Col. of Charleston","Delaware","H",58,64,55.6,"L"
"1521","01/14/2015","Col. of Charleston","Elon","A",66,50,60.2125,"W"
"1522","01/17/2015","Col. of Charleston","Northeastern","A",67,69,61.2625,"L"
"1523","01/21/2015","Col. of Charleston","UNCW","H",56,58,68.8,"L"
"1524","01/24/2015","Col. of Charleston","Drexel","A",51,53,47.725,"L"
"1525","01/29/2015","Col. of Charleston","Towson","A",70,74,64.8875,"L"
"1526","01/31/2015","Col. of Charleston","Delaware","A",68,71,64.6375,"L"
"1527","02/05/2015","Col. of Charleston","William & Mary","H",80,72,67.9125,"W"
"1528","02/07/2015","Col. of Charleston","Drexel","H",45,59,54.4125,"L"
"1529","02/11/2015","Col. of Charleston","UNCW","A",45,58,61.45,"L"
"1530","02/15/2015","Col. of Charleston","Towson","H",50,53,61.7375,"L"
"1531","02/18/2015","Col. of Charleston","Elon","H",77,63,57.5875,"W"
"1532","02/22/2015","Col. of Charleston","James Madison","A",61,68,60.95,"L"
"1533","02/25/2015","Col. of Charleston","Hofstra","A",40,73,67.7125,"L"
"1534","02/28/2015","Col. of Charleston","Northeastern","H",56,65,56.2375,"L"
"1535","03/06/2015","Col. of Charleston","Drexel","N",56,48,53.6875,"W"
"1536","03/07/2015","Col. of Charleston","UNCW","N",53,79,65.1,"L"
"1537","11/15/2014","Colgate","La Salle","A",52,57,61.3875,"L"
"1538","11/18/2014","Colgate","Cornell","A",52,58,66.8375,"L"
"1539","11/24/2014","Colgate","James Madison","A",71,77,62.5375,"L"
"1540","12/03/2014","Colgate","Sacred Heart","H",70,71,67.5875,"L"
"1541","12/06/2014","Colgate","Ohio St.","A",50,70,61.5625,"L"
"1542","12/14/2014","Colgate","New Hampshire","A",57,63,57.625,"L"
"1543","12/22/2014","Colgate","Syracuse","A",43,78,64.7,"L"
"1544","12/28/2014","Colgate","Columbia","A",64,69,57.7,"L"
"1545","12/31/2014","Colgate","Lehigh","A",68,61,62.0125,"W"
"1546","01/07/2015","Colgate","Holy Cross","H",74,60,56.9125,"W"
"1547","01/17/2015","Colgate","Navy","A",65,53,56.175,"W"
"1548","01/24/2015","Colgate","Loyola Maryland","H",59,58,60.7125,"W"
"1549","01/28/2015","Colgate","Lafayette","H",54,59,59.25,"L"
"1550","02/05/2015","Colgate","Holy Cross","A",60,70,56.9625,"L"
"1551","02/14/2015","Colgate","Navy","H",69,70,62.9875,"L"
"1552","02/22/2015","Colgate","Loyola Maryland","A",78,80,77.775,"L"
"1553","02/25/2015","Colgate","Lafayette","A",95,83,66.35,"W"
"1554","02/28/2015","Colgate","Lehigh","H",61,55,57.6125,"W"
"1555","03/05/2015","Colgate","Navy","H",72,62,60.825,"W"
"1556","11/14/2014","Colorado","Drexel","H",65,48,67.525,"W"
"1557","11/22/2014","Colorado","Wyoming","A",33,56,52.325,"L"
"1558","11/30/2014","Colorado","Lipscomb","H",84,75,67.925,"W"
"1559","12/03/2014","Colorado","San Francisco","H",72,55,58.5375,"W"
"1560","12/07/2014","Colorado","Georgia","A",57,64,62.2375,"L"
"1561","12/10/2014","Colorado","Colorado St.","H",60,62,62.425,"L"
"1562","12/13/2014","Colorado","Northern Colo.","H",93,68,61.05,"W"
"1563","12/22/2014","Colorado","DePaul","N",82,68,75.25,"W"
"1564","12/23/2014","Colorado","George Washington","N",50,53,57.975,"L"
"1565","12/25/2014","Colorado","Hawaii","A",66,69,65.45,"L"
"1566","01/02/2015","Colorado","UCLA","H",62,56,71.8125,"W"
"1567","01/04/2015","Colorado","Southern California","H",86,65,67.125,"W"
"1568","01/07/2015","Colorado","Utah","A",49,74,64.2625,"L"
"1569","01/22/2015","Colorado","Washington","H",50,52,59.225,"L"
"1570","01/24/2015","Colorado","Washington St.","H",90,58,69.675,"W"
"1571","01/29/2015","Colorado","Southern California","A",98,94,91.2875,"W"
"1572","01/31/2015","Colorado","UCLA","A",59,72,62.2625,"L"
"1573","02/07/2015","Colorado","Utah","H",51,79,63.775,"L"
"1574","02/15/2015","Colorado","Stanford","H",64,58,66,"W"
"1575","02/18/2015","Colorado","Oregon","A",60,73,68.1375,"L"
"1576","02/21/2015","Colorado","Oregon St.","A",58,72,69.425,"L"
"1577","03/05/2015","Colorado","Washington","A",64,47,61.4625,"W"
"1578","03/07/2015","Colorado","Washington St.","A",91,96,78.975,"L"
"1579","03/11/2015","Colorado","Oregon St.","N",78,71,65.9,"W"
"1580","03/12/2015","Colorado","Oregon","N",85,93,75.1375,"L"
"1581","03/18/2015","Colorado","Gardner-Webb","H",87,78,69.9125,"W"
"1582","03/23/2015","Colorado","Seattle U","A",65,72,66.35,"L"
"1583","11/15/2014","Colorado St.","Montana","H",83,66,71.5875,"W"
"1584","11/21/2014","Colorado St.","Georgia St.","H",80,70,67.95,"W"
"1585","11/23/2014","Colorado St.","Mercer","H",75,62,63.7125,"W"
"1586","11/26/2014","Colorado St.","Missouri St.","N",76,61,64.85,"W"
"1587","11/28/2014","Colorado St.","Pacific","N",75,64,61.375,"W"
"1588","11/29/2014","Colorado St.","UC Santa Barbara","N",65,63,62.7125,"W"
"1589","12/03/2014","Colorado St.","UTEP","H",65,62,65,"W"
"1590","12/07/2014","Colorado St.","Northern Colo.","H",66,58,67.425,"W"
"1591","12/19/2014","Colorado St.","Denver","A",85,84,55.4125,"W"
"1592","12/27/2014","Colorado St.","New Mexico St.","A",58,57,67.4,"W"
"1593","01/03/2015","Colorado St.","New Mexico","A",53,66,66.8625,"L"
"1594","01/07/2015","Colorado St.","Wyoming","H",54,60,66.85,"L"
"1595","01/14/2015","Colorado St.","Nevada","H",98,42,62.4125,"W"
"1596","01/17/2015","Colorado St.","San Jose St.","A",70,41,63.0875,"W"
"1597","01/24/2015","Colorado St.","San Diego St.","H",79,73,60.2625,"W"
"1598","01/31/2015","Colorado St.","Fresno St.","H",80,57,67.7625,"W"
"1599","02/04/2015","Colorado St.","Wyoming","A",48,59,62.55,"L"
"1600","02/07/2015","Colorado St.","UNLV","H",83,82,71.2875,"W"
"1601","02/10/2015","Colorado St.","New Mexico","H",70,59,67.45,"W"
"1602","02/14/2015","Colorado St.","San Diego St.","A",63,72,66,"L"
"1603","02/18/2015","Colorado St.","Fresno St.","A",81,73,71.0625,"W"
"1604","02/25/2015","Colorado St.","San Jose St.","H",72,56,61.8375,"W"
"1605","03/04/2015","Colorado St.","Nevada","A",78,62,71.1625,"W"
"1606","03/07/2015","Colorado St.","Utah St.","A",75,70,67.2875,"W"
"1607","03/12/2015","Colorado St.","Fresno St.","N",71,59,65.2125,"W"
"1608","03/13/2015","Colorado St.","San Diego St.","N",43,56,53.825,"L"
"1609","03/18/2015","Colorado St.","South Dakota St.","H",76,86,72.35,"L"
"1610","11/14/2014","Columbia","Stony Brook","A",56,57,58.075,"L"
"1611","11/18/2014","Columbia","Wagner","H",70,56,59.3375,"W"
"1612","11/23/2014","Columbia","Lehigh","A",54,44,61.15,"W"
"1613","11/25/2014","Columbia","Fairleigh Dickinson","H",57,47,56.7375,"W"
"1614","12/02/2014","Columbia","Loyola Maryland","H",62,64,60.3625,"L"
"1615","12/10/2014","Columbia","Kentucky","A",46,56,50.9875,"L"
"1616","12/20/2014","Columbia","Hofstra","H",82,77,72.35,"W"
"1617","12/22/2014","Columbia","UConn","A",65,80,61.2,"L"
"1618","12/30/2014","Columbia","St. Francis Brooklyn","A",64,72,63.5,"L"
"1619","01/06/2015","Columbia","Stony Brook","H",61,70,60.15,"L"
"1620","01/17/2015","Columbia","Cornell","A",48,45,63.4125,"W"
"1621","01/24/2015","Columbia","Cornell","H",47,57,53.9875,"L"
"1622","01/30/2015","Columbia","Yale","H",59,63,56.3375,"L"
"1623","02/06/2015","Columbia","Princeton","H",62,74,58.1,"L"
"1624","02/07/2015","Columbia","Penn","H",83,56,58.8125,"W"
"1625","02/13/2015","Columbia","Harvard","A",68,72,58.4375,"L"
"1626","02/14/2015","Columbia","Dartmouth","A",49,61,60.05,"L"
"1627","02/21/2015","Columbia","Yale","A",56,50,58.3125,"W"
"1628","02/27/2015","Columbia","Dartmouth","H",71,84,66.5625,"L"
"1629","02/28/2015","Columbia","Harvard","H",70,80,62.1625,"L"
"1630","03/06/2015","Columbia","Penn","A",46,54,57.8375,"L"
"1631","03/07/2015","Columbia","Princeton","A",83,85,62.825,"L"
"1632","11/14/2014","Coppin St.","Oregon","A",65,107,76.2875,"L"
"1633","11/16/2014","Coppin St.","Illinois","A",56,114,78.625,"L"
"1634","11/19/2014","Coppin St.","Notre Dame","A",67,104,67.4375,"L"
"1635","11/23/2014","Coppin St.","Denver","A",54,80,66.125,"L"
"1636","12/03/2014","Coppin St.","Towson","A",76,84,75.4625,"L"
"1637","12/06/2014","Coppin St.","Hampton","A",52,71,78.8,"L"
"1638","12/08/2014","Coppin St.","Norfolk St.","A",69,88,77.8875,"L"
"1639","12/10/2014","Coppin St.","Hofstra","H",64,105,79.1625,"L"
"1640","12/14/2014","Coppin St.","UConn","A",85,106,82.425,"L"
"1641","12/22/2014","Coppin St.","Michigan","A",56,72,68.1,"L"
"1642","12/23/2014","Coppin St.","Eastern Mich.","A",64,87,76.1375,"L"
"1643","12/28/2014","Coppin St.","Evansville","A",80,85,80.45,"L"
"1644","12/30/2014","Coppin St.","Eastern Ky.","H",63,66,70.3125,"L"
"1645","01/10/2015","Coppin St.","Howard","A",69,71,75.3625,"L"
"1646","01/19/2015","Coppin St.","Florida A&M","H",87,75,78.475,"W"
"1647","01/24/2015","Coppin St.","N.C. Central","A",77,79,66.475,"L"
"1648","01/26/2015","Coppin St.","N.C. A&T","A",84,71,71.75,"W"
"1649","01/31/2015","Coppin St.","UMES","A",82,92,80.4375,"L"
"1650","02/02/2015","Coppin St.","Morgan St.","H",80,67,69.375,"W"
"1651","02/07/2015","Coppin St.","South Carolina St.","H",77,74,67.3375,"W"
"1652","02/09/2015","Coppin St.","Savannah St.","H",70,73,63.8625,"L"
"1653","02/14/2015","Coppin St.","Howard","H",60,77,66.5,"L"
"1654","02/16/2015","Coppin St.","Delaware St.","A",96,92,87.4125,"W"
"1655","02/21/2015","Coppin St.","Norfolk St.","H",81,99,73.2375,"L"
"1656","02/28/2015","Coppin St.","Morgan St.","A",88,77,70.05,"W"
"1657","03/05/2015","Coppin St.","Delaware St.","H",92,104,80.5125,"L"
"1658","03/11/2015","Coppin St.","N.C. Central","N",43,91,70.05,"L"
"1659","11/14/2014","Cornell","George Mason","A",68,60,70.1375,"W"
"1660","11/16/2014","Cornell","Loyola Maryland","A",71,76,67.125,"L"
"1661","11/20/2014","Cornell","South Carolina","N",45,69,65.7875,"L"
"1662","11/21/2014","Cornell","Penn St.","N",71,72,65.7625,"L"
"1663","11/23/2014","Cornell","Drexel","N",59,61,69.3125,"L"
"1664","12/06/2014","Cornell","UMass Lowell","H",71,60,62.4625,"W"
"1665","12/21/2014","Cornell","Radford","A",61,74,69.35,"L"
"1666","12/23/2014","Cornell","Siena","A",75,57,69.3,"W"
"1667","12/28/2014","Cornell","Saint Peter's","H",52,59,69.375,"L"
"1668","12/31/2014","Cornell","Syracuse","A",44,61,63.3,"L"
"1669","01/08/2015","Cornell","Howard","H",70,60,59.425,"W"
"1670","01/31/2015","Cornell","Yale","H",57,65,67.375,"L"
"1671","02/06/2015","Cornell","Penn","H",69,71,63.85,"L"
"1672","02/07/2015","Cornell","Princeton","H",68,60,66.4625,"W"
"1673","02/13/2015","Cornell","Dartmouth","A",81,72,68.375,"W"
"1674","02/14/2015","Cornell","Harvard","A",40,61,59.6,"L"
"1675","02/20/2015","Cornell","Yale","A",51,62,63.6875,"L"
"1676","02/27/2015","Cornell","Harvard","H",57,49,55.95,"W"
"1677","02/28/2015","Cornell","Dartmouth","H",45,56,62.1,"L"
"1678","03/06/2015","Cornell","Princeton","A",53,66,61.475,"L"
"1679","03/07/2015","Cornell","Penn","A",72,79,65.1875,"L"
"1680","11/19/2014","Creighton","Oklahoma","H",65,63,68.3125,"W"
"1681","11/23/2014","Creighton","N.C. Central","H",65,45,62.15,"W"
"1682","11/25/2014","Creighton","Eastern Ill.","H",75,53,56.2625,"W"
"1683","11/28/2014","Creighton","Ole Miss","N",68,75,64.525,"L"
"1684","11/29/2014","Creighton","Middle Tenn.","N",57,47,54.3125,"W"
"1685","12/03/2014","Creighton","Tulsa","A",64,77,65.75,"L"
"1686","12/07/2014","Creighton","Nebraska","A",65,55,60.0375,"W"
"1687","12/09/2014","Creighton","South Dakota","H",91,88,77.5375,"W"
"1688","12/19/2014","Creighton","UTRGV","H",75,60,63.7875,"W"
"1689","12/21/2014","Creighton","North Texas","A",58,62,70.3875,"L"
"1690","12/31/2014","Creighton","Providence","A",53,65,62.625,"L"
"1691","01/03/2015","Creighton","Georgetown","A",61,76,63.9,"L"
"1692","01/07/2015","Creighton","DePaul","H",60,70,62.6,"L"
"1693","01/10/2015","Creighton","Seton Hall","H",67,68,56.3125,"L"
"1694","01/14/2015","Creighton","Marquette","A",52,53,59.75,"L"
"1695","01/17/2015","Creighton","Providence","H",65,74,57.35,"L"
"1696","01/25/2015","Creighton","Villanova","A",50,71,61.9125,"L"
"1697","01/28/2015","Creighton","St. John's (NY)","H",77,74,70.025,"W"
"1698","01/31/2015","Creighton","Georgetown","H",40,67,60.8875,"L"
"1699","02/04/2015","Creighton","Xavier","A",79,72,71.4,"W"
"1700","02/07/2015","Creighton","St. John's (NY)","A",66,84,62.1,"L"
"1701","02/14/2015","Creighton","Marquette","H",77,70,65.7125,"W"
"1702","02/24/2015","Creighton","DePaul","A",75,62,62,"W"
"1703","02/28/2015","Creighton","Seton Hall","A",66,67,63.775,"L"
"1704","03/03/2015","Creighton","Villanova","H",72,76,68.5625,"L"
"1705","03/07/2015","Creighton","Xavier","H",73,74,63.75,"L"
"1706","03/11/2015","Creighton","DePaul","N",78,63,60.925,"W"
"1707","03/12/2015","Creighton","Georgetown","N",55,60,58.075,"L"
"1708","11/15/2014","Dartmouth","St. Bonaventure","A",57,77,65.7375,"L"
"1709","11/19/2014","Dartmouth","Hartford","A",48,53,60.175,"L"
"1710","11/28/2014","Dartmouth","Fort Wayne","H",68,67,69.525,"W"
"1711","11/30/2014","Dartmouth","New Hampshire","H",63,65,57.1,"L"
"1712","12/03/2014","Dartmouth","Longwood","A",73,74,55.7125,"L"
"1713","12/06/2014","Dartmouth","Maine","H",74,51,66.45,"W"
"1714","12/10/2014","Dartmouth","UMass Lowell","A",69,48,65.3375,"W"
"1715","12/14/2014","Dartmouth","Jacksonville St.","A",67,79,65.5125,"L"
"1716","12/16/2014","Dartmouth","Mercer","A",67,51,52.725,"W"
"1717","12/19/2014","Dartmouth","Northern Ill.","H",58,55,62.075,"W"
"1718","12/22/2014","Dartmouth","Penn St.","A",49,69,64,"L"
"1719","01/10/2015","Dartmouth","Harvard","H",46,57,55.7,"L"
"1720","01/14/2015","Dartmouth","Vermont","A",52,55,55.9375,"L"
"1721","01/17/2015","Dartmouth","NJIT","H",62,53,62.2875,"W"
"1722","01/24/2015","Dartmouth","Harvard","A",70,61,70.325,"W"
"1723","01/30/2015","Dartmouth","Penn","A",51,58,60.8125,"L"
"1724","01/31/2015","Dartmouth","Princeton","A",53,64,66.975,"L"
"1725","02/06/2015","Dartmouth","Yale","A",66,81,64.325,"L"
"1726","02/20/2015","Dartmouth","Princeton","H",56,63,61.1875,"L"
"1727","02/21/2015","Dartmouth","Penn","H",67,62,61.175,"W"
"1728","03/07/2015","Dartmouth","Yale","H",59,58,61.625,"W"
"1729","11/22/2014","Davidson","North Carolina","H",72,90,73.2375,"L"
"1730","11/26/2014","Davidson","UCF","A",95,69,74.65,"W"
"1731","11/29/2014","Davidson","UNCW","H",72,49,70.6875,"W"
"1732","12/06/2014","Davidson","Stetson","H",90,59,72.2875,"W"
"1733","12/10/2014","Davidson","Montana","A",110,99,71.9625,"W"
"1734","12/13/2014","Davidson","Niagara","H",78,58,64.6875,"W"
"1735","12/30/2014","Davidson","Virginia","A",72,83,62.7375,"L"
"1736","01/03/2015","Davidson","Richmond","H",81,67,61.2625,"W"
"1737","01/07/2015","Davidson","VCU","A",65,71,65.1,"L"
"1738","01/10/2015","Davidson","Saint Louis","H",89,54,65.1375,"W"
"1739","01/14/2015","Davidson","Massachusetts","A",71,63,70.075,"W"
"1740","01/17/2015","Davidson","Richmond","A",63,89,62.7875,"L"
"1741","01/20/2015","Davidson","Dayton","H",77,60,61.9125,"W"
"1742","01/24/2015","Davidson","George Mason","A",80,73,70.375,"W"
"1743","01/31/2015","Davidson","Saint Joseph's","A",70,75,67.8125,"L"
"1744","02/04/2015","Davidson","St. Bonaventure","H",61,62,62.125,"L"
"1745","02/07/2015","Davidson","Duquesne","H",95,69,67.725,"W"
"1746","02/11/2015","Davidson","George Mason","H",92,71,69.775,"W"
"1747","02/14/2015","Davidson","La Salle","A",77,69,64.7875,"W"
"1748","02/18/2015","Davidson","George Washington","A",65,63,62.725,"W"
"1749","02/21/2015","Davidson","Fordham","H",76,57,65.0375,"W"
"1750","02/25/2015","Davidson","Rhode Island","A",60,59,68.9,"W"
"1751","02/28/2015","Davidson","George Washington","H",77,66,62.9625,"W"
"1752","03/05/2015","Davidson","VCU","H",82,55,69.1875,"W"
"1753","03/07/2015","Davidson","Duquesne","A",107,78,68.675,"W"
"1754","03/13/2015","Davidson","La Salle","N",67,66,63.725,"W"
"1755","03/14/2015","Davidson","VCU","N",73,93,68.8,"L"
"1756","03/20/2015","Davidson","Iowa","N",52,83,64.25,"L"
"1757","11/20/2014","Dayton","Texas A&M","N",55,53,66.2125,"W"
"1758","11/21/2014","Dayton","UConn","N",64,75,66.375,"L"
"1759","11/29/2014","Dayton","Ill.-Chicago","H",75,41,62.65,"W"
"1760","12/03/2014","Dayton","Miami (OH)","A",66,62,61.9,"W"
"1761","12/06/2014","Dayton","Eastern Mich.","H",73,64,67.4875,"W"
"1762","12/23/2014","Dayton","Georgia Tech","H",75,61,65.2375,"W"
"1763","12/30/2014","Dayton","Ole Miss","H",78,74,73.2125,"W"
"1764","01/03/2015","Dayton","Duquesne","H",81,55,69.075,"W"
"1765","01/08/2015","Dayton","St. Bonaventure","A",78,61,61.8625,"W"
"1766","01/10/2015","Dayton","Fordham","A",76,58,59.075,"W"
"1767","01/14/2015","Dayton","La Salle","H",61,50,60.175,"W"
"1768","01/17/2015","Dayton","Saint Louis","H",61,45,61.4,"W"
"1769","01/24/2015","Dayton","Richmond","H",63,60,59.8125,"W"
"1770","01/29/2015","Dayton","Massachusetts","A",64,66,65.675,"L"
"1771","02/01/2015","Dayton","Fordham","H",101,77,77.325,"W"
"1772","02/06/2015","Dayton","George Washington","A",64,65,65.9,"L"
"1773","02/10/2015","Dayton","Saint Louis","A",51,44,61.975,"W"
"1774","02/14/2015","Dayton","St. Bonaventure","H",75,61,66.1875,"W"
"1775","02/19/2015","Dayton","Saint Joseph's","H",68,64,61.2375,"W"
"1776","02/21/2015","Dayton","Duquesne","A",73,83,74.7625,"L"
"1777","02/25/2015","Dayton","George Mason","H",76,63,63.5,"W"
"1778","02/28/2015","Dayton","VCU","A",59,55,61.3625,"W"
"1779","03/03/2015","Dayton","Rhode Island","H",75,59,60.825,"W"
"1780","03/07/2015","Dayton","La Salle","A",53,55,60.8375,"L"
"1781","03/13/2015","Dayton","St. Bonaventure","N",75,71,63,"W"
"1782","03/14/2015","Dayton","Rhode Island","N",56,52,60.65,"W"
"1783","03/15/2015","Dayton","VCU","N",65,71,69.4,"L"
"1784","03/20/2015","Dayton","Providence","N",66,53,65.2875,"W"
"1785","03/22/2015","Dayton","Oklahoma","N",66,72,65.7875,"L"
"1786","11/14/2014","DePaul","Ill.-Chicago","H",72,71,67.5875,"W"
"1787","11/18/2014","DePaul","Drake","H",80,62,64.525,"W"
"1788","11/26/2014","DePaul","Lehigh","H",74,86,70.6625,"L"
"1789","11/30/2014","DePaul","Stanford","H",87,72,72.8125,"W"
"1790","12/02/2014","DePaul","Northern Ill.","H",78,67,69.2625,"W"
"1791","12/07/2014","DePaul","Milwaukee","H",83,61,69.525,"W"
"1792","12/11/2014","DePaul","George Washington","A",68,81,72.7375,"L"
"1793","12/14/2014","DePaul","Illinois St.","H",72,78,76.875,"L"
"1794","12/18/2014","DePaul","Oregon St.","A",59,90,67.5875,"L"
"1795","12/23/2014","DePaul","Ohio","N",78,99,74.475,"L"
"1796","12/25/2014","DePaul","Loyola Marymount","N",69,72,68.0875,"L"
"1797","12/31/2014","DePaul","Marquette","H",61,58,64.3375,"W"
"1798","01/03/2015","DePaul","Xavier","H",71,68,64.2625,"W"
"1799","01/10/2015","DePaul","Villanova","A",64,81,66.7625,"L"
"1800","01/13/2015","DePaul","Georgetown","H",72,78,62.6375,"L"
"1801","01/18/2015","DePaul","St. John's (NY)","H",71,67,72.9875,"W"
"1802","01/22/2015","DePaul","Seton Hall","A",64,60,71.15,"W"
"1803","01/24/2015","DePaul","Xavier","A",76,89,67.6375,"L"
"1804","01/29/2015","DePaul","Providence","A",72,83,65.875,"L"
"1805","01/31/2015","DePaul","Villanova","H",55,68,56.2125,"L"
"1806","02/03/2015","DePaul","Seton Hall","H",75,62,63.7625,"W"
"1807","02/11/2015","DePaul","St. John's (NY)","A",78,86,69.1375,"L"
"1808","02/18/2015","DePaul","Providence","H",57,84,70.275,"L"
"1809","02/21/2015","DePaul","Georgetown","A",63,68,62.025,"L"
"1810","03/07/2015","DePaul","Marquette","A",48,58,62.6,"L"
"1811","11/17/2014","Delaware","Liberty","A",55,61,63.3125,"L"
"1812","11/25/2014","Delaware","Stanford","A",47,84,68.65,"L"
"1813","11/30/2014","Delaware","Villanova","A",47,78,65.0125,"L"
"1814","12/07/2014","Delaware","Delaware St.","H",53,66,63.6875,"L"
"1815","12/18/2014","Delaware","Temple","H",62,82,68.15,"L"
"1816","12/20/2014","Delaware","Fairleigh Dickinson","A",74,76,74.9,"L"
"1817","12/22/2014","Delaware","Robert Morris","A",81,84,77.3875,"L"
"1818","12/30/2014","Delaware","St. Bonaventure","H",82,77,73.8875,"W"
"1819","01/03/2015","Delaware","Northeastern","H",53,72,64.3375,"L"
"1820","01/05/2015","Delaware","Hofstra","A",58,71,72.9125,"L"
"1821","01/08/2015","Delaware","UNCW","A",73,74,74.1875,"L"
"1822","01/14/2015","Delaware","Towson","H",67,64,67.4625,"W"
"1823","01/17/2015","Delaware","Drexel","H",62,66,58.425,"L"
"1824","01/21/2015","Delaware","William & Mary","H",84,80,64.525,"W"
"1825","01/24/2015","Delaware","Elon","A",82,94,73.4625,"L"
"1826","01/28/2015","Delaware","James Madison","A",82,88,67.2875,"L"
"1827","02/04/2015","Delaware","Hofstra","H",69,79,70.0625,"L"
"1828","02/07/2015","Delaware","Northeastern","A",73,68,69.35,"W"
"1829","02/10/2015","Delaware","James Madison","H",54,67,61.8625,"L"
"1830","02/14/2015","Delaware","William & Mary","A",73,70,62.675,"W"
"1831","02/19/2015","Delaware","UNCW","H",70,59,67.1875,"W"
"1832","02/21/2015","Delaware","Elon","H",75,83,78.5875,"L"
"1833","02/26/2015","Delaware","Drexel","A",58,44,57.35,"W"
"1834","02/28/2015","Delaware","Towson","A",65,60,63.8375,"W"
"1835","03/07/2015","Delaware","Northeastern","N",64,67,63.8875,"L"
"1836","11/15/2014","Delaware St.","Penn","A",77,75,67.0375,"W"
"1837","11/19/2014","Delaware St.","North Texas","A",55,62,68.8875,"L"
"1838","11/26/2014","Delaware St.","Iona","A",76,126,87.525,"L"
"1839","11/28/2014","Delaware St.","Wake Forest","A",72,65,71.475,"W"
"1840","12/02/2014","Delaware St.","Hawaii","A",60,75,70.3375,"L"
"1841","12/13/2014","Delaware St.","Rhode Island","A",44,83,72.4,"L"
"1842","12/17/2014","Delaware St.","St. Francis Brooklyn","A",72,64,61.8625,"W"
"1843","12/20/2014","Delaware St.","Oregon","A",70,83,70.575,"L"
"1844","12/28/2014","Delaware St.","Temple","A",56,66,67.125,"L"
"1845","01/10/2015","Delaware St.","Morgan St.","H",69,73,72.5125,"L"
"1846","01/12/2015","Delaware St.","Howard","A",79,76,66.425,"W"
"1847","01/17/2015","Delaware St.","South Carolina St.","H",60,49,67.4125,"W"
"1848","01/19/2015","Delaware St.","Savannah St.","H",59,50,59.3875,"W"
"1849","01/24/2015","Delaware St.","N.C. A&T","A",67,52,61.9875,"W"
"1850","01/26/2015","Delaware St.","N.C. Central","A",54,55,62.2375,"L"
"1851","01/31/2015","Delaware St.","South Carolina St.","A",74,78,75.2125,"L"
"1852","02/03/2015","Delaware St.","NJIT","A",51,69,64.9875,"L"
"1853","02/09/2015","Delaware St.","Florida A&M","H",90,74,71.95,"W"
"1854","02/14/2015","Delaware St.","UMES","A",91,85,68.7375,"W"
"1855","02/21/2015","Delaware St.","Hampton","A",74,71,69.0875,"W"
"1856","02/23/2015","Delaware St.","Norfolk St.","A",71,81,70.05,"L"
