"","Team","Adj_O","Adj_D","Adj_T"
"1","A&M-Corpus Chris",0.909337386042338,1.08441480974466,68.4448482955298
"2","Abilene Christian",0.963619484329117,1.05782835669781,69.634088917142
"3","Air Force",0.993187941584944,1.05849193594919,66.6568298649754
"4","Akron",1.01206983420137,1.09975276976819,69.1743648245711
"5","Alabama",1.08181475284844,0.921283469057931,69.841209225447
"6","Alabama A&M",0.835472002922536,1.18410939776878,67.5616689970143
"7","Alabama St.",0.925110458237534,1.17399845989393,70.4085401810709
"8","Albany (NY)",1.06870048089814,1.04634394481282,67.5019617573911
"9","Alcorn",0.924316252027728,1.1672748339794,69.2794822668885
"10","American",0.93497013684913,1.1338058652508,67.9223886772166
"11","Appalachian St.",1.00366908240657,1.06810254224317,71.7955613182582
"12","Arizona",1.22591143155615,0.986579340266054,69.8308867404884
"13","Arizona St.",1.15737149091274,0.964765557048663,73.9179629976583
"14","Ark.-Pine Bluff",0.896171674880853,1.10076697151868,69.3798067028231
"15","Arkansas",1.17782801756011,0.98573383523028,72.3156630942459
"16","Arkansas St.",1.02925308094315,1.15147081022447,71.3372167930925
"17","Army West Point",0.972445412919624,1.11076106586462,71.5974121412184
"18","Auburn",1.20806838891627,0.95329480663092,73.1189650176153
"19","Austin Peay",1.02296205201174,1.06809445298257,70.407118000895
"20","BYU",1.08940664643873,0.958148362433571,69.1969900652562
"21","Ball St.",1.02333046715236,1.02732254772256,71.7734721312449
"22","Baylor",1.12989722518048,0.93290487290867,68.2416907669229
"23","Belmont",1.12685002247073,1.03339871530493,68.4952726063088
"24","Bethune-Cookman",0.97087814458265,1.12717463310062,77.6394119413946
"25","Binghamton",0.956697425086053,1.09445146157063,67.9200471972018
"26","Boise St.",1.1050737635294,0.939935995493178,71.2335100703887
"27","Boston College",1.14337429204722,1.01647630928461,70.9782963302804
"28","Boston U.",0.993522092998772,1.0896940030063,68.4347105075915
"29","Bowling Green",1.00076771228065,1.07658763717781,72.5346880021563
"30","Bradley",1.0340743942539,1.00812913134418,67.2365583189398
"31","Brown",0.99257305937281,1.09332898939362,73.569390617758
"32","Bryant",0.964745181478764,1.21964427207154,71.3932130211782
"33","Bucknell",1.07163994507711,1.01856044003601,74.1349948083787
"34","Buffalo",1.13894621169214,1.03941160711457,75.1693175653777
"35","Butler",1.19015642653758,0.933806093992867,71.7361247905009
"36","CSU Bakersfield",0.94140577636938,1.04074042261223,66.2272410837624
"37","CSUN",0.956099395404549,1.1408110280145,67.9200662992824
"38","Cal Poly",0.977896452409524,1.14735997414332,69.5664453808771
"39","Cal St. Fullerton",1.04175206414547,1.05699280863384,72.0133672055845
"40","California",0.983956993808441,1.0392964755853,69.711877944177
"41","Campbell",1.03758866856327,1.09512683955623,69.3820581913474
"42","Canisius",1.07122001163513,1.03713737613326,69.5960276363942
"43","Central Ark.",1.04909599911486,1.10520662659227,76.4282800509403
"44","Central Conn. St.",0.957011748029963,1.11498955689817,67.1515937179087
"45","Central Mich.",1.06899635027039,1.07870805263883,70.3202377753509
"46","Charleston So.",0.982367898986673,1.07732678436667,68.7036079040644
"47","Charlotte",0.971796680575272,1.12336321746122,72.3215769976874
"48","Chattanooga",0.966992750263653,1.12388180107279,67.8349144094496
"49","Chicago St.",0.900436004113,1.2106320741008,73.1486744609047
"50","Cincinnati",1.16969988780681,0.851288118346572,66.984100257786
"51","Clemson",1.12774898156806,0.892135068169369,67.8181137984171
"52","Cleveland St.",0.970687600298556,1.12776065044025,68.8910455078089
"53","Coastal Caro.",1.0020583311385,1.04809265412128,68.8855777905093
"54","Col. of Charleston",1.10266129290313,1.05104564272086,67.0563567664868
"55","Colgate",1.042494870494,1.08646226338192,67.7676957043156
"56","Colorado",1.04869064323386,0.966743898501036,69.4072583583427
"57","Colorado St.",1.03878556338602,1.07799287699934,71.7370088007731
"58","Columbia",1.05676856993381,1.11513445467297,71.5223143601671
"59","Coppin St.",0.834600143885507,1.11911184832543,69.5926573105678
"60","Cornell",1.02589053241216,1.13129323704696,73.242176570179
"61","Creighton",1.19197913123604,0.956604450413641,72.399265167047
"62","Dartmouth",0.970090220788291,1.10075476085757,68.083390198605
"63","Davidson",1.18107633617585,1.00384093229663,66.5380840026328
"64","Dayton",1.08849295689281,1.0672599733928,68.4040631626185
"65","DePaul",1.05164333131287,0.962521022746959,71.3258144184586
"66","Delaware",1.0134376598219,1.09496087911536,67.1456267574928
"67","Delaware St.",0.881110751844315,1.23003717606147,67.0420684747242
"68","Denver",1.02372846393528,1.07593893322826,68.2915401782152
"69","Detroit Mercy",1.00697380951227,1.15490356346262,73.2529164552304
"70","Drake",1.04570918263672,1.04979103673041,70.3030449694231
"71","Drexel",1.02618081862875,1.12473497484753,70.2652196816215
"72","Duke",1.25523342676326,0.895605322224213,70.8961393347983
"73","Duquesne",1.06184171746866,1.03883992956629,69.2822172211501
"74","ETSU",1.05101401234892,0.984503590488672,69.2437263035873
"75","East Carolina",0.967944053009304,1.08006402534452,71.0195314855407
"76","Eastern Ill.",0.967045965078751,1.07761219913096,66.7879455915172
"77","Eastern Ky.",1.00126622577114,1.13395623309342,69.6922374361686
"78","Eastern Mich.",1.02711892836343,1.0141126992247,66.4702489417255
"79","Eastern Wash.",1.06095564835901,1.04497820817617,68.2159086163766
"80","Elon",1.01080527068777,1.10404703830478,69.7971648684304
"81","Evansville",0.977333926035677,0.96745203413598,67.1165999669641
"82","FGCU",1.07245839597817,1.02583167918754,71.5669653506255
"83","FIU",0.988197837968627,1.03488030592003,70.5658259959293
