"","Team","Adj_O","Adj_D","Adj_T"
"1","A&M-Corpus Chris",0.924141122897633,1.08144353049657,68.7677122024522
"2","Abilene Christian",0.957530309276758,1.04959740633496,72.5118616858871
"3","Air Force",0.946789821976691,1.06812116138581,67.5613058406229
"4","Akron",1.04538480253084,1.07905153701028,70.2538819410439
"5","Alabama",1.08459873424914,0.951488921490052,72.2423241997672
"6","Alabama A&M",0.83555845637776,1.14187507399669,70.6104484094738
"7","Alabama St.",0.900842081161212,1.16534147424163,71.6719221798376
"8","Albany (NY)",1.08337818074491,1.06944073408783,67.793052574061
"9","Alcorn",0.910872370484866,1.18844584114936,70.2653729114731
"10","American",0.916372347497267,1.13780959398131,68.2298001836728
"11","Appalachian St.",0.982458347893029,1.04634124459994,74.3296785155526
"12","Arizona",1.24761720690061,0.964283712366819,71.1012923044238
"13","Arizona St.",1.18453508083066,0.950013667314113,75.6246503423673
"14","Ark.-Pine Bluff",0.881946730001556,1.1165663240407,70.3682188878209
"15","Arkansas",1.19149773156506,0.966105463119697,75.1596999303752
"16","Arkansas St.",0.995730152584984,1.12064632494285,71.2907276944688
"17","Army West Point",1.02996880857983,1.08007329009651,73.1330331519863
"18","Auburn",1.18720060878992,0.960328806190029,74.438006411623
"19","Austin Peay",0.980670947749571,1.00349432300211,70.7651383639115
"20","BYU",1.11804773510636,0.95005513557238,68.8956445066468
"21","Ball St.",1.06908959097444,1.01876820574039,71.5348556912773
"22","Baylor",1.14941136298305,0.983665051017662,68.1495555115165
"23","Belmont",1.10551824553597,1.02644086824782,68.5080592177982
"24","Bethune-Cookman",0.9209705165375,1.12894572426061,75.6862604344476
"25","Binghamton",0.99574281098311,1.05272654832439,67.2355447217632
"26","Boise St.",1.10389238508404,0.891586925152393,73.3668261969427
"27","Boston College",1.09490796514771,0.978774697361672,70.2569031247435
"28","Boston U.",1.0197629733169,1.11195269828507,70.8155841117385
"29","Bowling Green",0.998304945858588,1.08476769372198,75.8771564437652
"30","Bradley",1.0138708165167,0.940809098636216,68.7611975148834
"31","Brown",1.00454662480156,1.05827082710705,73.6393712859319
"32","Bryant",0.928630886141586,1.20152507371872,71.2918380575799
"33","Bucknell",1.09893453614248,1.07440235955751,74.305568615414
"34","Buffalo",1.09766135882419,1.04776934794361,75.8250382769107
"35","Butler",1.19725426301588,0.947062280634619,73.2341302783522
"36","CSU Bakersfield",0.939448996304916,1.02228899078276,67.9892090697426
"37","CSUN",0.955869163926892,1.13991361245504,68.6155533268227
"38","Cal Poly",1.00109034203444,1.11634170662048,68.5555306555083
"39","Cal St. Fullerton",1.00839759469453,1.04311335025131,72.2237782131927
"40","California",1.0268597364778,1.03291821800656,73.2141558345876
"41","Campbell",1.04816175945997,1.1306549356097,71.5056380146878
"42","Canisius",1.02328323627623,1.04844989384152,69.0634548818402
