"","Team","Adj_O","Adj_D","Adj_T"
"1","A&M-Corpus Chris",0.907123531014425,1.08138261316074,68.3588532935167
"2","Abilene Christian",0.970442342717341,1.05555132262273,70.0426002555443
"3","Air Force",1.01591493171495,1.09770227189157,66.4768531490321
"4","Akron",1.0198125214614,1.113550072752,69.3823748375109
"5","Alabama",1.09532990559555,0.907534483235709,70.132238628289
"6","Alabama A&M",0.82811809381655,1.16304520135137,68.115381539969
"7","Alabama St.",0.926586638972064,1.18789576084943,69.944627488669
"8","Albany (NY)",1.06776773462292,1.04632336227569,67.1662305808914
"9","Alcorn",0.91844402100911,1.15313065131537,69.1652602937689
"10","American",0.923692377273751,1.11770033081697,67.9210516548604
"11","Appalachian St.",1.00678628628251,1.06531378267742,71.7875568597427
"12","Arizona",1.22843637456636,0.983684373386553,69.5498696701561
"13","Arizona St.",1.16406593168711,0.970816104782057,74.2499639125907
"14","Ark.-Pine Bluff",0.900282375820991,1.11238831240613,70.0510532251926
"15","Arkansas",1.17476202661716,0.982585092281581,72.6708908434511
"16","Arkansas St.",1.02555171472164,1.15571394386715,70.9923257735898
"17","Army West Point",0.973880817563262,1.10832536457035,71.4762911800957
"18","Auburn",1.21195364328426,0.948517782740105,73.5098071336604
"19","Austin Peay",1.01990964502171,1.06537110517544,70.3958409522554
"20","BYU",1.09168058722008,0.957900803961652,69.3949524763407
"21","Ball St.",1.0323040592907,1.01776908285228,71.9050149922476
"22","Baylor",1.13562699413162,0.941353466907974,68.2647267260935
"23","Belmont",1.12115580425221,1.03018897961219,68.4013221190891
"24","Bethune-Cookman",0.957568868136858,1.12545153039657,77.1640504256812
"25","Binghamton",0.969294695726427,1.09788225419004,67.9921241347334
"26","Boise St.",1.10717511398418,0.945806524122802,71.3862346752099
"27","Boston College",1.12456251457257,1.01478714634596,70.9540919929549
"28","Boston U.",0.988998835084686,1.09969992845169,68.5856535512755
"29","Bowling Green",1.01300215126082,1.06932999956933,73.2968764136939
"30","Bradley",1.02473199302424,1.00219083164007,67.2328996871111
"31","Brown",1.00684468102858,1.09322775865612,73.8449192502209
"32","Bryant",0.960527210223864,1.21385901701773,70.7942258531809
"33","Bucknell",1.06468580996784,1.01422772380395,74.3201132570011
"34","Buffalo",1.12489807801801,1.03224950825932,75.4122275177969
"35","Butler",1.19394576135273,0.941757255644908,71.2148188293847
"36","CSU Bakersfield",0.948155208739432,1.04613968527975,66.3663039390545
"37","CSUN",0.941090927962778,1.11954737260868,67.0938954425741
"38","Cal Poly",0.971144089304607,1.14006344993845,69.1158225573088
"39","Cal St. Fullerton",1.02990964268812,1.05172357382488,71.9586512283121
"40","California",0.995790009631407,1.04197193905167,69.9905286170807
"41","Campbell",1.03468411414422,1.09028562553044,69.6363514595052
"42","Canisius",1.05770222178598,1.0294646084008,69.3781584088553
"43","Central Ark.",1.05008407035977,1.10213629015954,76.7845224932442
"44","Central Conn. St.",0.950380229342031,1.11049344711133,67.4726124828722
"45","Central Mich.",1.06611235398253,1.08485787036148,70.267847420752
"46","Charleston So.",0.969238267263717,1.0819999044093,69.2625743795962
"47","Charlotte",0.976699568717955,1.10747827807631,72.0766025682726
"48","Chattanooga",0.970733574569818,1.11922808004759,68.0977104667817
"49","Chicago St.",0.889897551650023,1.2188949041685,73.2962127270802
"50","Cincinnati",1.15990966484017,0.846045877196424,67.5154674925939
"51","Clemson",1.12891067781581,0.892811376026739,68.2882952422531
"52","Cleveland St.",0.966453254892688,1.12635419814242,68.4200397416758
"53","Coastal Caro.",0.996261016481002,1.04249134959772,69.1539503400018
"54","Col. of Charleston",1.09843179501715,1.04345499302795,66.5030013691927
"55","Colgate",1.0473313560501,1.10005602121987,67.7717431908552
"56","Colorado",1.03470519295377,0.95938709575424,70.1432998406021
"57","Colorado St.",1.04026482336542,1.06914366002232,71.0793336144318
"58","Columbia",1.05485638346201,1.10509710610861,71.5335069468974
"59","Coppin St.",0.845701674302677,1.10858656548759,70.1271163469771
"60","Cornell",1.01784316672918,1.12710899634022,72.9108346276616
"61","Creighton",1.19200736577561,0.966475800044509,72.2797219031899
"62","Dartmouth",0.994809450945652,1.11028460555671,68.3413529317544
"63","Davidson",1.17537862232255,1.00415022203859,65.9003169417081
"64","Dayton",1.11358075386438,1.06746362920486,69.3713724486718
"65","DePaul",1.06849614932403,0.97242141391789,71.3892244914711
"66","Delaware",1.01377297027362,1.09646208987973,67.0462262439363
"67","Delaware St.",0.882938646082237,1.23843490860374,66.5599213384165
"68","Denver",1.01236843657169,1.08901632483885,68.1754413522178
"69","Detroit Mercy",1.00567838935999,1.13603328690116,73.247354175177
"70","Drake",1.050045570233,1.04698319965002,69.8741880674505
"71","Drexel",1.028706293843,1.12868801495269,69.7939032254011
"72","Duke",1.27803582747665,0.92428063668051,71.3141114297515
"73","Duquesne",1.05143579371534,1.03543328018909,69.5965932395687
"74","ETSU",1.05500986215864,0.968608530585391,69.1620666022101
"75","East Carolina",0.978039000940851,1.07013925675867,71.0414672536527
"76","Eastern Ill.",0.956772327286751,1.07692253487971,67.3906935550347
"77","Eastern Ky.",0.994705404906147,1.12963972802117,69.896215501954
"78","Eastern Mich.",0.996049590071583,1.02059224424339,66.8836372682708
"79","Eastern Wash.",1.05591323472574,1.05200406061898,68.7446390062121
"80","Elon",1.00627792613865,1.0870308361525,69.9610875736855
"81","Evansville",0.976013684078193,0.98664411634061,67.3847860622566
"82","FGCU",1.06207409185446,1.02340357820849,72.2473942805185
"83","FIU",0.981046019114075,1.03012845141206,70.6718887746388
